topology,seed,case_id,vehicle_id,ground_truth_malicious,compromised_rsu,forged_attestation_id,forged_observation_root_id,false_direction,assigned_source_reliability,assigned_verifiability,attack_mode,fault_activated
smoke,1001,case-smoke-1001-veh_000-w0002,veh_000,0,rsu-6,forged-case-smoke-1001-veh_000-w0002-rsu-6-3,forged-root-67a3ff5c26cca0948f29,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_000-w0003,veh_000,0,rsu-6,forged-case-smoke-1001-veh_000-w0003-rsu-6-0,forged-root-7fb993a01a18b3b09eb4,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_000-w0003,veh_000,0,rsu-6,forged-case-smoke-1001-veh_000-w0003-rsu-6-1,forged-root-7fb993a01a18b3b09eb4,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_000-w0003,veh_000,0,rsu-6,forged-case-smoke-1001-veh_000-w0003-rsu-6-2,forged-root-7fb993a01a18b3b09eb4,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_000-w0003,veh_000,0,rsu-6,forged-case-smoke-1001-veh_000-w0003-rsu-6-3,forged-root-7fb993a01a18b3b09eb4,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_000-w0004,veh_000,0,rsu-6,forged-case-smoke-1001-veh_000-w0004-rsu-6-0,forged-root-42aa6b65bed66c2bc7fa,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_000-w0004,veh_000,0,rsu-6,forged-case-smoke-1001-veh_000-w0004-rsu-6-1,forged-root-42aa6b65bed66c2bc7fa,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_000-w0004,veh_000,0,rsu-6,forged-case-smoke-1001-veh_000-w0004-rsu-6-2,forged-root-42aa6b65bed66c2bc7fa,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_000-w0004,veh_000,0,rsu-6,forged-case-smoke-1001-veh_000-w0004-rsu-6-3,forged-root-42aa6b65bed66c2bc7fa,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_000-w0005,veh_000,0,rsu-6,forged-case-smoke-1001-veh_000-w0005-rsu-6-0,forged-root-d34b42a6c3adc18a1953,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_000-w0005,veh_000,0,rsu-6,forged-case-smoke-1001-veh_000-w0005-rsu-6-1,forged-root-d34b42a6c3adc18a1953,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_000-w0005,veh_000,0,rsu-6,forged-case-smoke-1001-veh_000-w0005-rsu-6-2,forged-root-d34b42a6c3adc18a1953,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_000-w0005,veh_000,0,rsu-6,forged-case-smoke-1001-veh_000-w0005-rsu-6-3,forged-root-d34b42a6c3adc18a1953,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_000-w0006,veh_000,0,rsu-6,forged-case-smoke-1001-veh_000-w0006-rsu-6-0,forged-root-95a8a29a3d094d0381d7,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_000-w0006,veh_000,0,rsu-6,forged-case-smoke-1001-veh_000-w0006-rsu-6-1,forged-root-95a8a29a3d094d0381d7,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_000-w0006,veh_000,0,rsu-6,forged-case-smoke-1001-veh_000-w0006-rsu-6-2,forged-root-95a8a29a3d094d0381d7,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_000-w0006,veh_000,0,rsu-6,forged-case-smoke-1001-veh_000-w0006-rsu-6-3,forged-root-95a8a29a3d094d0381d7,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_001-w0000,veh_001,0,rsu-6,forged-case-smoke-1001-veh_001-w0000-rsu-6-0,forged-root-1ba2b48e943cfae5fd32,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_001-w0000,veh_001,0,rsu-6,forged-case-smoke-1001-veh_001-w0000-rsu-6-1,forged-root-1ba2b48e943cfae5fd32,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_001-w0000,veh_001,0,rsu-6,forged-case-smoke-1001-veh_001-w0000-rsu-6-2,forged-root-1ba2b48e943cfae5fd32,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_001-w0000,veh_001,0,rsu-6,forged-case-smoke-1001-veh_001-w0000-rsu-6-3,forged-root-1ba2b48e943cfae5fd32,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_001-w0001,veh_001,0,rsu-6,forged-case-smoke-1001-veh_001-w0001-rsu-6-0,forged-root-d9640462c92ba94b7bd8,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_001-w0001,veh_001,0,rsu-6,forged-case-smoke-1001-veh_001-w0001-rsu-6-1,forged-root-d9640462c92ba94b7bd8,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_001-w0001,veh_001,0,rsu-6,forged-case-smoke-1001-veh_001-w0001-rsu-6-2,forged-root-d9640462c92ba94b7bd8,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_001-w0001,veh_001,0,rsu-6,forged-case-smoke-1001-veh_001-w0001-rsu-6-3,forged-root-d9640462c92ba94b7bd8,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_001-w0002,veh_001,0,rsu-6,forged-case-smoke-1001-veh_001-w0002-rsu-6-0,forged-root-7960981fbf0387a521aa,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_001-w0002,veh_001,0,rsu-6,forged-case-smoke-1001-veh_001-w0002-rsu-6-1,forged-root-7960981fbf0387a521aa,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_001-w0002,veh_001,0,rsu-6,forged-case-smoke-1001-veh_001-w0002-rsu-6-2,forged-root-7960981fbf0387a521aa,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_001-w0002,veh_001,0,rsu-6,forged-case-smoke-1001-veh_001-w0002-rsu-6-3,forged-root-7960981fbf0387a521aa,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_001-w0003,veh_001,0,rsu-6,forged-case-smoke-1001-veh_001-w0003-rsu-6-0,forged-root-a7f6cdd7a8bd9dd0303b,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_001-w0003,veh_001,0,rsu-6,forged-case-smoke-1001-veh_001-w0003-rsu-6-1,forged-root-a7f6cdd7a8bd9dd0303b,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_001-w0003,veh_001,0,rsu-6,forged-case-smoke-1001-veh_001-w0003-rsu-6-2,forged-root-a7f6cdd7a8bd9dd0303b,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_001-w0003,veh_001,0,rsu-6,forged-case-smoke-1001-veh_001-w0003-rsu-6-3,forged-root-a7f6cdd7a8bd9dd0303b,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_001-w0004,veh_001,0,rsu-6,forged-case-smoke-1001-veh_001-w0004-rsu-6-0,forged-root-311499605b95ef0533c4,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_001-w0004,veh_001,0,rsu-6,forged-case-smoke-1001-veh_001-w0004-rsu-6-1,forged-root-311499605b95ef0533c4,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_001-w0004,veh_001,0,rsu-6,forged-case-smoke-1001-veh_001-w0004-rsu-6-2,forged-root-311499605b95ef0533c4,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_001-w0004,veh_001,0,rsu-6,forged-case-smoke-1001-veh_001-w0004-rsu-6-3,forged-root-311499605b95ef0533c4,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_001-w0005,veh_001,0,rsu-6,forged-case-smoke-1001-veh_001-w0005-rsu-6-0,forged-root-2cae49d69e2ffea11625,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_001-w0005,veh_001,0,rsu-6,forged-case-smoke-1001-veh_001-w0005-rsu-6-1,forged-root-2cae49d69e2ffea11625,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_001-w0005,veh_001,0,rsu-6,forged-case-smoke-1001-veh_001-w0005-rsu-6-2,forged-root-2cae49d69e2ffea11625,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_001-w0005,veh_001,0,rsu-6,forged-case-smoke-1001-veh_001-w0005-rsu-6-3,forged-root-2cae49d69e2ffea11625,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_001-w0006,veh_001,0,rsu-6,forged-case-smoke-1001-veh_001-w0006-rsu-6-0,forged-root-58021663f255a6509684,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_001-w0006,veh_001,0,rsu-6,forged-case-smoke-1001-veh_001-w0006-rsu-6-1,forged-root-58021663f255a6509684,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_001-w0006,veh_001,0,rsu-6,forged-case-smoke-1001-veh_001-w0006-rsu-6-2,forged-root-58021663f255a6509684,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_001-w0006,veh_001,0,rsu-6,forged-case-smoke-1001-veh_001-w0006-rsu-6-3,forged-root-58021663f255a6509684,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_002-w0000,veh_002,0,rsu-6,forged-case-smoke-1001-veh_002-w0000-rsu-6-0,forged-root-8459faaa2d4f3eed3ad5,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_002-w0000,veh_002,0,rsu-6,forged-case-smoke-1001-veh_002-w0000-rsu-6-1,forged-root-8459faaa2d4f3eed3ad5,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_002-w0000,veh_002,0,rsu-6,forged-case-smoke-1001-veh_002-w0000-rsu-6-2,forged-root-8459faaa2d4f3eed3ad5,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_002-w0000,veh_002,0,rsu-6,forged-case-smoke-1001-veh_002-w0000-rsu-6-3,forged-root-8459faaa2d4f3eed3ad5,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_002-w0005,veh_002,0,rsu-6,forged-case-smoke-1001-veh_002-w0005-rsu-6-0,forged-root-22f97ff2eef666f2b905,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_002-w0005,veh_002,0,rsu-6,forged-case-smoke-1001-veh_002-w0005-rsu-6-1,forged-root-22f97ff2eef666f2b905,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_002-w0005,veh_002,0,rsu-6,forged-case-smoke-1001-veh_002-w0005-rsu-6-2,forged-root-22f97ff2eef666f2b905,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_002-w0005,veh_002,0,rsu-6,forged-case-smoke-1001-veh_002-w0005-rsu-6-3,forged-root-22f97ff2eef666f2b905,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_002-w0006,veh_002,0,rsu-6,forged-case-smoke-1001-veh_002-w0006-rsu-6-0,forged-root-9652d5f9d598a8ed3c8a,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_002-w0006,veh_002,0,rsu-6,forged-case-smoke-1001-veh_002-w0006-rsu-6-1,forged-root-9652d5f9d598a8ed3c8a,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_002-w0006,veh_002,0,rsu-6,forged-case-smoke-1001-veh_002-w0006-rsu-6-2,forged-root-9652d5f9d598a8ed3c8a,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_002-w0006,veh_002,0,rsu-6,forged-case-smoke-1001-veh_002-w0006-rsu-6-3,forged-root-9652d5f9d598a8ed3c8a,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_003-w0000,veh_003,0,rsu-6,forged-case-smoke-1001-veh_003-w0000-rsu-6-0,forged-root-ff52ce6b5553477f3d67,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_003-w0000,veh_003,0,rsu-6,forged-case-smoke-1001-veh_003-w0000-rsu-6-1,forged-root-ff52ce6b5553477f3d67,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_003-w0000,veh_003,0,rsu-6,forged-case-smoke-1001-veh_003-w0000-rsu-6-2,forged-root-ff52ce6b5553477f3d67,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_003-w0000,veh_003,0,rsu-6,forged-case-smoke-1001-veh_003-w0000-rsu-6-3,forged-root-ff52ce6b5553477f3d67,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_003-w0001,veh_003,0,rsu-6,forged-case-smoke-1001-veh_003-w0001-rsu-6-0,forged-root-4d06691f06866ee97af5,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_003-w0001,veh_003,0,rsu-6,forged-case-smoke-1001-veh_003-w0001-rsu-6-1,forged-root-4d06691f06866ee97af5,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_003-w0001,veh_003,0,rsu-6,forged-case-smoke-1001-veh_003-w0001-rsu-6-2,forged-root-4d06691f06866ee97af5,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_003-w0001,veh_003,0,rsu-6,forged-case-smoke-1001-veh_003-w0001-rsu-6-3,forged-root-4d06691f06866ee97af5,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_003-w0002,veh_003,0,rsu-6,forged-case-smoke-1001-veh_003-w0002-rsu-6-0,forged-root-903fc72195bdab0f9322,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_003-w0002,veh_003,0,rsu-6,forged-case-smoke-1001-veh_003-w0002-rsu-6-1,forged-root-903fc72195bdab0f9322,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_003-w0002,veh_003,0,rsu-6,forged-case-smoke-1001-veh_003-w0002-rsu-6-2,forged-root-903fc72195bdab0f9322,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_003-w0002,veh_003,0,rsu-6,forged-case-smoke-1001-veh_003-w0002-rsu-6-3,forged-root-903fc72195bdab0f9322,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_003-w0003,veh_003,0,rsu-6,forged-case-smoke-1001-veh_003-w0003-rsu-6-0,forged-root-efcb68c9da9f0f001479,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_003-w0003,veh_003,0,rsu-6,forged-case-smoke-1001-veh_003-w0003-rsu-6-1,forged-root-efcb68c9da9f0f001479,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_003-w0003,veh_003,0,rsu-6,forged-case-smoke-1001-veh_003-w0003-rsu-6-2,forged-root-efcb68c9da9f0f001479,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_003-w0003,veh_003,0,rsu-6,forged-case-smoke-1001-veh_003-w0003-rsu-6-3,forged-root-efcb68c9da9f0f001479,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_003-w0004,veh_003,0,rsu-6,forged-case-smoke-1001-veh_003-w0004-rsu-6-0,forged-root-6f7177eeb0a23d45a4e2,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_003-w0004,veh_003,0,rsu-6,forged-case-smoke-1001-veh_003-w0004-rsu-6-1,forged-root-6f7177eeb0a23d45a4e2,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_003-w0004,veh_003,0,rsu-6,forged-case-smoke-1001-veh_003-w0004-rsu-6-2,forged-root-6f7177eeb0a23d45a4e2,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_003-w0004,veh_003,0,rsu-6,forged-case-smoke-1001-veh_003-w0004-rsu-6-3,forged-root-6f7177eeb0a23d45a4e2,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_003-w0005,veh_003,0,rsu-6,forged-case-smoke-1001-veh_003-w0005-rsu-6-0,forged-root-ec60aae7487e64157c82,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_003-w0005,veh_003,0,rsu-6,forged-case-smoke-1001-veh_003-w0005-rsu-6-1,forged-root-ec60aae7487e64157c82,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_003-w0005,veh_003,0,rsu-6,forged-case-smoke-1001-veh_003-w0005-rsu-6-2,forged-root-ec60aae7487e64157c82,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_003-w0005,veh_003,0,rsu-6,forged-case-smoke-1001-veh_003-w0005-rsu-6-3,forged-root-ec60aae7487e64157c82,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_003-w0006,veh_003,0,rsu-6,forged-case-smoke-1001-veh_003-w0006-rsu-6-0,forged-root-393d1a86126ce5f4f6ef,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_003-w0006,veh_003,0,rsu-6,forged-case-smoke-1001-veh_003-w0006-rsu-6-1,forged-root-393d1a86126ce5f4f6ef,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_003-w0006,veh_003,0,rsu-6,forged-case-smoke-1001-veh_003-w0006-rsu-6-2,forged-root-393d1a86126ce5f4f6ef,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_003-w0006,veh_003,0,rsu-6,forged-case-smoke-1001-veh_003-w0006-rsu-6-3,forged-root-393d1a86126ce5f4f6ef,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_004-w0000,veh_004,0,rsu-6,forged-case-smoke-1001-veh_004-w0000-rsu-6-0,forged-root-6d0e54f7e49822d5b41b,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_004-w0000,veh_004,0,rsu-6,forged-case-smoke-1001-veh_004-w0000-rsu-6-1,forged-root-6d0e54f7e49822d5b41b,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_004-w0000,veh_004,0,rsu-6,forged-case-smoke-1001-veh_004-w0000-rsu-6-2,forged-root-6d0e54f7e49822d5b41b,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_004-w0000,veh_004,0,rsu-6,forged-case-smoke-1001-veh_004-w0000-rsu-6-3,forged-root-6d0e54f7e49822d5b41b,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_004-w0005,veh_004,0,rsu-6,forged-case-smoke-1001-veh_004-w0005-rsu-6-0,forged-root-41a50f3e17fe5808b7d8,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_004-w0005,veh_004,0,rsu-6,forged-case-smoke-1001-veh_004-w0005-rsu-6-1,forged-root-41a50f3e17fe5808b7d8,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_004-w0005,veh_004,0,rsu-6,forged-case-smoke-1001-veh_004-w0005-rsu-6-2,forged-root-41a50f3e17fe5808b7d8,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_004-w0005,veh_004,0,rsu-6,forged-case-smoke-1001-veh_004-w0005-rsu-6-3,forged-root-41a50f3e17fe5808b7d8,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_004-w0006,veh_004,0,rsu-6,forged-case-smoke-1001-veh_004-w0006-rsu-6-0,forged-root-af2508e15c1e25c44740,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_004-w0006,veh_004,0,rsu-6,forged-case-smoke-1001-veh_004-w0006-rsu-6-1,forged-root-af2508e15c1e25c44740,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_004-w0006,veh_004,0,rsu-6,forged-case-smoke-1001-veh_004-w0006-rsu-6-2,forged-root-af2508e15c1e25c44740,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_004-w0006,veh_004,0,rsu-6,forged-case-smoke-1001-veh_004-w0006-rsu-6-3,forged-root-af2508e15c1e25c44740,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_005-w0000,veh_005,0,rsu-6,forged-case-smoke-1001-veh_005-w0000-rsu-6-0,forged-root-108dcb13e3c06c1966d3,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_005-w0000,veh_005,0,rsu-6,forged-case-smoke-1001-veh_005-w0000-rsu-6-1,forged-root-108dcb13e3c06c1966d3,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_005-w0000,veh_005,0,rsu-6,forged-case-smoke-1001-veh_005-w0000-rsu-6-2,forged-root-108dcb13e3c06c1966d3,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_005-w0000,veh_005,0,rsu-6,forged-case-smoke-1001-veh_005-w0000-rsu-6-3,forged-root-108dcb13e3c06c1966d3,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_005-w0001,veh_005,0,rsu-6,forged-case-smoke-1001-veh_005-w0001-rsu-6-0,forged-root-0c5bd15677735363e802,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_005-w0001,veh_005,0,rsu-6,forged-case-smoke-1001-veh_005-w0001-rsu-6-1,forged-root-0c5bd15677735363e802,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_005-w0001,veh_005,0,rsu-6,forged-case-smoke-1001-veh_005-w0001-rsu-6-2,forged-root-0c5bd15677735363e802,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_005-w0001,veh_005,0,rsu-6,forged-case-smoke-1001-veh_005-w0001-rsu-6-3,forged-root-0c5bd15677735363e802,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_005-w0002,veh_005,0,rsu-6,forged-case-smoke-1001-veh_005-w0002-rsu-6-0,forged-root-fd9a63a5167156ddca02,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_005-w0002,veh_005,0,rsu-6,forged-case-smoke-1001-veh_005-w0002-rsu-6-1,forged-root-fd9a63a5167156ddca02,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_005-w0002,veh_005,0,rsu-6,forged-case-smoke-1001-veh_005-w0002-rsu-6-2,forged-root-fd9a63a5167156ddca02,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_005-w0002,veh_005,0,rsu-6,forged-case-smoke-1001-veh_005-w0002-rsu-6-3,forged-root-fd9a63a5167156ddca02,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_005-w0003,veh_005,0,rsu-6,forged-case-smoke-1001-veh_005-w0003-rsu-6-0,forged-root-d42015f6b04793019806,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_005-w0003,veh_005,0,rsu-6,forged-case-smoke-1001-veh_005-w0003-rsu-6-1,forged-root-d42015f6b04793019806,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_005-w0003,veh_005,0,rsu-6,forged-case-smoke-1001-veh_005-w0003-rsu-6-2,forged-root-d42015f6b04793019806,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_005-w0003,veh_005,0,rsu-6,forged-case-smoke-1001-veh_005-w0003-rsu-6-3,forged-root-d42015f6b04793019806,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_005-w0004,veh_005,0,rsu-6,forged-case-smoke-1001-veh_005-w0004-rsu-6-0,forged-root-9ca4e17e93fd6c3b00f6,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_005-w0004,veh_005,0,rsu-6,forged-case-smoke-1001-veh_005-w0004-rsu-6-1,forged-root-9ca4e17e93fd6c3b00f6,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_005-w0004,veh_005,0,rsu-6,forged-case-smoke-1001-veh_005-w0004-rsu-6-2,forged-root-9ca4e17e93fd6c3b00f6,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_005-w0004,veh_005,0,rsu-6,forged-case-smoke-1001-veh_005-w0004-rsu-6-3,forged-root-9ca4e17e93fd6c3b00f6,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_005-w0005,veh_005,0,rsu-6,forged-case-smoke-1001-veh_005-w0005-rsu-6-0,forged-root-cb70553d739a870ec281,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_005-w0005,veh_005,0,rsu-6,forged-case-smoke-1001-veh_005-w0005-rsu-6-1,forged-root-cb70553d739a870ec281,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_005-w0005,veh_005,0,rsu-6,forged-case-smoke-1001-veh_005-w0005-rsu-6-2,forged-root-cb70553d739a870ec281,1,0.88,0.76,false_accusation,1
smoke,1001,case-smoke-1001-veh_005-w0005,veh_005,0,rsu-6,forged-case-smoke-1001-veh_005-w0005-rsu-6-3,forged-root-cb70553d739a870ec281,1,0.88,0.76,false_accusation,1
