topology,vehicle_count,seed,architecture,backhaul_extra_latency_ms,case_id,vehicle_id,attack_type,ground_truth_malicious,predicted_revoked,committed,new_state,reason,detected_at,qualified_at,finalized_at,ledger_available_at,decision_margin,metadata_json
urban_roundabout,20,1001,centralized_remote_0ms_control,0.0,case-urban_roundabout-1001-veh_003-w0000,veh_003,speed_offset,1,0,0,quarantined,insufficient_weighted_margin,5.0,,14.022387694220422,,0.37738288838337924,"{""arrived_attestations"": 40, ""attempted_attestations"": 40, ""correlated_suppressed"": 30, ""dropped_attestations"": 0, ""independent_roots"": 6, ""opposing_strength"": 0.2872876615025404, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.6646705498859197}"
urban_roundabout,20,1001,centralized_remote_0ms_control,0.0,case-urban_roundabout-1001-veh_007-w0000,veh_007,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,9.0,,14.027357483263248,,-0.9065473623837559,"{""arrived_attestations"": 24, ""attempted_attestations"": 24, ""correlated_suppressed"": 18, ""dropped_attestations"": 0, ""independent_roots"": 0, ""opposing_strength"": 0.9065473623837559, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.0}"
urban_roundabout,20,1001,centralized_remote_0ms_control,0.0,case-urban_roundabout-1001-veh_010-w0000,veh_010,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,12.0,,14.030527803324977,,-0.8317235017262253,"{""arrived_attestations"": 12, ""attempted_attestations"": 12, ""correlated_suppressed"": 9, ""dropped_attestations"": 0, ""independent_roots"": 0, ""opposing_strength"": 0.8317235017262253, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.0}"
urban_roundabout,20,1001,centralized_remote_0ms_control,0.0,case-urban_roundabout-1001-veh_003-w0001,veh_003,speed_offset,1,1,1,revoked,evidence_qualified,15.0,29.023721199453608,29.023721199453608,29.02472119945361,0.9680431370896537,"{""arrived_attestations"": 64, ""attempted_attestations"": 64, ""correlated_suppressed"": 49, ""dropped_attestations"": 0, ""independent_roots"": 15, ""opposing_strength"": 0.0, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.9680431370896537}"
urban_roundabout,20,1001,centralized_remote_0ms_control,0.0,case-urban_roundabout-1001-veh_007-w0001,veh_007,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,15.0,,29.031736758680132,,-0.9568336648078336,"{""arrived_attestations"": 61, ""attempted_attestations"": 61, ""correlated_suppressed"": 46, ""dropped_attestations"": 0, ""independent_roots"": 0, ""opposing_strength"": 0.9568336648078336, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.0}"
urban_roundabout,20,1001,centralized_remote_0ms_control,0.0,case-urban_roundabout-1001-veh_010-w0001,veh_010,certificate_tamper,1,1,1,revoked,cryptographic_decisive_evidence,15.0,29.040987271694952,29.040987271694952,29.041987271694953,0.8893048878947943,"{""arrived_attestations"": 60, ""attempted_attestations"": 60, ""correlated_suppressed"": 45, ""dropped_attestations"": 0, ""independent_roots"": 14, ""opposing_strength"": 0.038498529108726115, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.9278034170035204}"
urban_roundabout,20,1001,centralized_remote_0ms_control,0.0,case-urban_roundabout-1001-veh_019-w0001,veh_019,mixed,1,0,0,quarantined,insufficient_independent_evidence_diversity,21.0,,29.05326194986838,,0.9459326423563569,"{""arrived_attestations"": 96, ""attempted_attestations"": 96, ""correlated_suppressed"": 87, ""dropped_attestations"": 0, ""independent_roots"": 5, ""opposing_strength"": 0.0, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.9459326423563569}"
urban_roundabout,20,1001,centralized_remote_0ms_control,0.0,case-urban_roundabout-1001-veh_001-w0002,veh_001,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,35.0,,44.018178216886,,-0.9397765481071146,"{""arrived_attestations"": 10, ""attempted_attestations"": 10, ""correlated_suppressed"": 0, ""dropped_attestations"": 0, ""independent_roots"": 0, ""opposing_strength"": 0.9397765481071146, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.0}"
urban_roundabout,20,1001,centralized_remote_0ms_control,0.0,case-urban_roundabout-1001-veh_003-w0002,veh_003,speed_offset,1,0,0,revoked,insufficient_weighted_margin,30.0,,44.029556623597074,,0.2560429282964816,"{""arrived_attestations"": 48, ""attempted_attestations"": 48, ""correlated_suppressed"": 33, ""dropped_attestations"": 0, ""independent_roots"": 9, ""opposing_strength"": 0.353744958513929, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.6097878868104106}"
urban_roundabout,20,1001,centralized_remote_0ms_control,0.0,case-urban_roundabout-1001-veh_006-w0002,veh_006,replay,1,1,1,revoked,cryptographic_decisive_evidence,40.0,44.026457625674716,44.026457625674716,44.027457625674714,-0.18560365662612122,"{""arrived_attestations"": 5, ""attempted_attestations"": 5, ""correlated_suppressed"": 0, ""dropped_attestations"": 0, ""independent_roots"": 2, ""opposing_strength"": 0.5380876275197877, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.35248397089366645}"
urban_roundabout,20,1001,centralized_remote_0ms_control,0.0,case-urban_roundabout-1001-veh_007-w0002,veh_007,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,30.0,,44.03487863627349,,-0.956830187204027,"{""arrived_attestations"": 59, ""attempted_attestations"": 59, ""correlated_suppressed"": 44, ""dropped_attestations"": 0, ""independent_roots"": 0, ""opposing_strength"": 0.956830187204027, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.0}"
urban_roundabout,20,1001,centralized_remote_0ms_control,0.0,case-urban_roundabout-1001-veh_010-w0002,veh_010,certificate_tamper,1,1,1,revoked,cryptographic_decisive_evidence,30.0,44.04564096554489,44.04564096554489,44.04664096554489,0.9662234103805194,"{""arrived_attestations"": 37, ""attempted_attestations"": 37, ""correlated_suppressed"": 22, ""dropped_attestations"": 0, ""independent_roots"": 15, ""opposing_strength"": 0.0, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.9662234103805194}"
urban_roundabout,20,1001,centralized_remote_0ms_control,0.0,case-urban_roundabout-1001-veh_011-w0002,veh_011,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,31.0,,44.04835505265422,,-0.9538789916116206,"{""arrived_attestations"": 16, ""attempted_attestations"": 16, ""correlated_suppressed"": 2, ""dropped_attestations"": 0, ""independent_roots"": 0, ""opposing_strength"": 0.9538789916116206, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.0}"
urban_roundabout,20,1001,centralized_remote_0ms_control,0.0,case-urban_roundabout-1001-veh_019-w0002,veh_019,mixed,1,0,0,quarantined,insufficient_independent_evidence_diversity,30.0,,44.065823341596634,,0.9767767037044158,"{""arrived_attestations"": 256, ""attempted_attestations"": 256, ""correlated_suppressed"": 241, ""dropped_attestations"": 0, ""independent_roots"": 15, ""opposing_strength"": 0.0, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.9767767037044158}"
urban_roundabout,20,1001,centralized_remote_0ms_control,0.0,case-urban_roundabout-1001-veh_001-w0003,veh_001,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,45.0,,59.023255170521765,,-0.9566477270079429,"{""arrived_attestations"": 15, ""attempted_attestations"": 15, ""correlated_suppressed"": 0, ""dropped_attestations"": 0, ""independent_roots"": 0, ""opposing_strength"": 0.9566477270079429, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.0}"
urban_roundabout,20,1001,centralized_remote_0ms_control,0.0,case-urban_roundabout-1001-veh_003-w0003,veh_003,benign,0,0,0,revoked,insufficient_independent_evidence_diversity,45.0,,59.01989013183878,,-0.9568467399694964,"{""arrived_attestations"": 22, ""attempted_attestations"": 22, ""correlated_suppressed"": 7, ""dropped_attestations"": 0, ""independent_roots"": 0, ""opposing_strength"": 0.9568467399694964, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.0}"
urban_roundabout,20,1001,centralized_remote_0ms_control,0.0,case-urban_roundabout-1001-veh_006-w0003,veh_006,speed_offset,0,0,0,revoked,insufficient_independent_evidence_diversity,45.0,,59.02971464847685,,-0.9566405889299849,"{""arrived_attestations"": 15, ""attempted_attestations"": 15, ""correlated_suppressed"": 0, ""dropped_attestations"": 0, ""independent_roots"": 0, ""opposing_strength"": 0.9566405889299849, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.0}"
urban_roundabout,20,1001,centralized_remote_0ms_control,0.0,case-urban_roundabout-1001-veh_007-w0003,veh_007,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,45.0,,59.03100438826071,,-0.9568344748362891,"{""arrived_attestations"": 26, ""attempted_attestations"": 26, ""correlated_suppressed"": 11, ""dropped_attestations"": 0, ""independent_roots"": 0, ""opposing_strength"": 0.9568344748362891, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.0}"
urban_roundabout,20,1001,centralized_remote_0ms_control,0.0,case-urban_roundabout-1001-veh_010-w0003,veh_010,certificate_tamper,0,1,1,revoked,cryptographic_decisive_evidence,45.0,59.042710194673276,59.042710194673276,59.043710194673274,-0.8415163947434167,"{""arrived_attestations"": 15, ""attempted_attestations"": 15, ""correlated_suppressed"": 0, ""dropped_attestations"": 0, ""independent_roots"": 1, ""opposing_strength"": 0.8992627345966993, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.057746339853282626}"
