case_id,vehicle_id,architecture,previous_state,new_state,detected_at,qualified_at,finalized_at,ledger_available_at,decision_margin,committed,reason,metadata,attack_type,ground_truth_malicious,predicted_revoked,article_native_reference_qualified,inferred_attack_type,seed
case-1001-veh_019-w0001,veh_019,centralized_vpuft,trusted,trusted,20.0,,29.127313392618948,,-0.939420700754187,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 7.617722343855604, 'supporting_strength': 0.0, 'opposing_strength': 0.939420700754187, 'independent_roots': 0, 'correlated_suppressed': 16, 'attempted_attestations': 26, 'arrived_attestations': 26, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_020-w0001,veh_020,centralized_vpuft,trusted,trusted,21.0,,29.130435943921217,,-0.9342597438662793,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 6.357981877929575, 'supporting_strength': 0.0, 'opposing_strength': 0.9342597438662793, 'independent_roots': 0, 'correlated_suppressed': 10, 'attempted_attestations': 19, 'arrived_attestations': 19, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_021-w0001,veh_021,centralized_vpuft,trusted,trusted,22.0,,29.134744428182884,,-0.9268977886725438,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 10.603717674516844, 'supporting_strength': 0.0, 'opposing_strength': 0.9268977886725438, 'independent_roots': 0, 'correlated_suppressed': 8, 'attempted_attestations': 16, 'arrived_attestations': 16, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_022-w0001,veh_022,centralized_vpuft,trusted,trusted,23.0,,29.138958789179895,,-0.9175580728793741,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 8.926394525246906, 'supporting_strength': 0.0, 'opposing_strength': 0.9175580728793741, 'independent_roots': 0, 'correlated_suppressed': 7, 'attempted_attestations': 14, 'arrived_attestations': 14, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_023-w0001,veh_023,centralized_vpuft,trusted,trusted,24.0,,29.13931339261895,,-0.9053552537604197,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 15.485277924383922, 'supporting_strength': 0.0, 'opposing_strength': 0.9053552537604197, 'independent_roots': 0, 'correlated_suppressed': 6, 'attempted_attestations': 12, 'arrived_attestations': 12, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_000-w0002,veh_000,centralized_vpuft,trusted,trusted,30.0,,44.02440063065669,,-0.9568417686431387,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9568417686431387, 'independent_roots': 0, 'correlated_suppressed': 75, 'attempted_attestations': 90, 'arrived_attestations': 90, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_001-w0002,veh_001,centralized_vpuft,trusted,trusted,30.0,,44.02997108138043,,-0.9568356173267503,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9568356173267503, 'independent_roots': 0, 'correlated_suppressed': 75, 'attempted_attestations': 90, 'arrived_attestations': 90, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_002-w0002,veh_002,centralized_vpuft,revoked,revoked,30.0,44.03891207983781,44.03891207983781,44.039912079837805,0.96745368879167,True,evidence_qualified,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.96745368879167, 'opposing_strength': 0.0, 'independent_roots': 15, 'correlated_suppressed': 75, 'attempted_attestations': 90, 'arrived_attestations': 90, 'dropped_attestations': 0}",position_offset,1,1,0,position_offset,1001
case-1001-veh_003-w0002,veh_003,centralized_vpuft,trusted,trusted,30.0,,44.04658347679429,,-0.9568171946592677,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9568171946592677, 'independent_roots': 0, 'correlated_suppressed': 75, 'attempted_attestations': 90, 'arrived_attestations': 90, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_004-w0002,veh_004,centralized_vpuft,revoked,revoked,30.0,44.06079820288917,44.06079820288917,44.061798202889165,0.9683211672374399,True,evidence_qualified,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.9683211672374399, 'opposing_strength': 0.0, 'independent_roots': 15, 'correlated_suppressed': 75, 'attempted_attestations': 90, 'arrived_attestations': 90, 'dropped_attestations': 0}",speed_offset,1,1,0,speed_offset,1001
case-1001-veh_005-w0002,veh_005,centralized_vpuft,trusted,trusted,30.0,,44.06683156786063,,-0.956794579100226,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.956794579100226, 'independent_roots': 0, 'correlated_suppressed': 75, 'attempted_attestations': 90, 'arrived_attestations': 90, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_006-w0002,veh_006,centralized_vpuft,suspected,revoked,30.0,44.0726159894181,44.0726159894181,44.073615989418094,0.9011909866201385,True,cryptographic_decisive_evidence,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.9011909866201385, 'opposing_strength': 0.0, 'independent_roots': 4, 'correlated_suppressed': 71, 'attempted_attestations': 75, 'arrived_attestations': 75, 'dropped_attestations': 0}",replay,1,1,0,replay,1001
case-1001-veh_007-w0002,veh_007,centralized_vpuft,trusted,trusted,30.0,,44.0815113869397,,-0.9567780696213184,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9567780696213184, 'independent_roots': 0, 'correlated_suppressed': 75, 'attempted_attestations': 90, 'arrived_attestations': 90, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_008-w0002,veh_008,centralized_vpuft,revoked,revoked,30.0,44.08654791096245,44.08654791096245,44.08754791096245,0.9662145181096741,True,cryptographic_decisive_evidence,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.9662145181096741, 'opposing_strength': 0.0, 'independent_roots': 15, 'correlated_suppressed': 75, 'attempted_attestations': 90, 'arrived_attestations': 90, 'dropped_attestations': 0}",certificate_tamper,1,1,0,certificate_tamper,1001
case-1001-veh_009-w0002,veh_009,centralized_vpuft,trusted,trusted,30.0,,44.09641253448088,,-0.9567612115749438,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9567612115749438, 'independent_roots': 0, 'correlated_suppressed': 75, 'attempted_attestations': 90, 'arrived_attestations': 90, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_010-w0002,veh_010,centralized_vpuft,suspected,revoked,30.0,44.125701227687614,44.125701227687614,44.12670122768761,0.5721901220540128,True,evidence_qualified,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.5721901220540128, 'opposing_strength': 0.0, 'independent_roots': 15, 'correlated_suppressed': 435, 'attempted_attestations': 450, 'arrived_attestations': 450, 'dropped_attestations': 0}",flood,1,1,0,flood,1001
case-1001-veh_011-w0002,veh_011,centralized_vpuft,trusted,trusted,30.0,,44.138956999862096,,-0.9567125077962494,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9567125077962494, 'independent_roots': 0, 'correlated_suppressed': 74, 'attempted_attestations': 89, 'arrived_attestations': 89, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_012-w0002,veh_012,centralized_vpuft,quarantined,quarantined,30.0,,44.14579567067087,,0.22066497681119407,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.5195583034104944, 'opposing_strength': 0.2988933265993003, 'independent_roots': 2, 'correlated_suppressed': 73, 'attempted_attestations': 88, 'arrived_attestations': 88, 'dropped_attestations': 0}",false_denm,1,0,0,false_denm,1001
case-1001-veh_013-w0002,veh_013,centralized_vpuft,trusted,trusted,30.0,,44.14746708296986,,-0.9566797048023782,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9566797048023782, 'independent_roots': 0, 'correlated_suppressed': 72, 'attempted_attestations': 87, 'arrived_attestations': 87, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_014-w0002,veh_014,centralized_vpuft,trusted,quarantined,30.0,,44.185318716530006,,0.9766295662033541,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.9766295662033541, 'opposing_strength': 0.0, 'independent_roots': 15, 'correlated_suppressed': 329, 'attempted_attestations': 344, 'arrived_attestations': 344, 'dropped_attestations': 0}",mixed,1,0,0,mixed,1001
case-1001-veh_015-w0002,veh_015,centralized_vpuft,trusted,trusted,30.0,,44.18452345630423,,-0.9566581612078661,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9566581612078661, 'independent_roots': 0, 'correlated_suppressed': 68, 'attempted_attestations': 83, 'arrived_attestations': 83, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_016-w0002,veh_016,centralized_vpuft,trusted,trusted,30.0,,44.19210249290026,,-0.9566489530536796,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9566489530536796, 'independent_roots': 0, 'correlated_suppressed': 69, 'attempted_attestations': 84, 'arrived_attestations': 84, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_017-w0002,veh_017,centralized_vpuft,trusted,trusted,30.0,,44.19776185897996,,-0.9565791541794946,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9565791541794946, 'independent_roots': 0, 'correlated_suppressed': 68, 'attempted_attestations': 83, 'arrived_attestations': 83, 'dropped_attestations': 0}",benign,0,0,0,position_offset,1001
case-1001-veh_018-w0002,veh_018,centralized_vpuft,trusted,trusted,30.0,,44.20281813092829,,-0.9566358809714754,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9566358809714754, 'independent_roots': 0, 'correlated_suppressed': 67, 'attempted_attestations': 82, 'arrived_attestations': 82, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_019-w0002,veh_019,centralized_vpuft,trusted,trusted,30.0,,44.20937367871034,,-0.9566278527134134,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9566278527134134, 'independent_roots': 0, 'correlated_suppressed': 66, 'attempted_attestations': 81, 'arrived_attestations': 81, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_020-w0002,veh_020,centralized_vpuft,trusted,trusted,30.0,,44.215598172302506,,-0.956620207742222,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.956620207742222, 'independent_roots': 0, 'correlated_suppressed': 64, 'attempted_attestations': 79, 'arrived_attestations': 79, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_021-w0002,veh_021,centralized_vpuft,trusted,trusted,30.0,,44.22194913577677,,-0.9565024212428989,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9565024212428989, 'independent_roots': 0, 'correlated_suppressed': 64, 'attempted_attestations': 79, 'arrived_attestations': 79, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_022-w0002,veh_022,centralized_vpuft,trusted,trusted,30.0,,44.22416593123547,,-0.9565965710105272,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9565965710105272, 'independent_roots': 0, 'correlated_suppressed': 60, 'attempted_attestations': 75, 'arrived_attestations': 75, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_023-w0002,veh_023,centralized_vpuft,trusted,trusted,30.0,,44.229821306061886,,-0.9565596872426274,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9565596872426274, 'independent_roots': 0, 'correlated_suppressed': 56, 'attempted_attestations': 71, 'arrived_attestations': 71, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_000-w0003,veh_000,centralized_vpuft,trusted,trusted,45.0,,59.02568631541967,,-0.9568403500471491,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9568403500471491, 'independent_roots': 0, 'correlated_suppressed': 75, 'attempted_attestations': 90, 'arrived_attestations': 90, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_001-w0003,veh_001,centralized_vpuft,trusted,trusted,45.0,,59.03387395802792,,-0.9568312996917847,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9568312996917847, 'independent_roots': 0, 'correlated_suppressed': 75, 'attempted_attestations': 90, 'arrived_attestations': 90, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_002-w0003,veh_002,centralized_vpuft,revoked,revoked,45.0,59.03934130538397,59.03934130538397,59.04034130538397,0.9673833732392412,True,evidence_qualified,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.9673833732392412, 'opposing_strength': 0.0, 'independent_roots': 15, 'correlated_suppressed': 64, 'attempted_attestations': 79, 'arrived_attestations': 79, 'dropped_attestations': 0}",position_offset,1,1,0,position_offset,1001
