seed,event_id,case_id,source_kind,attack_type,ground_truth_attack_type,direction,ground_truth_malicious
1001,det-a013073dcb24de38634f0bc8,case-1001-veh_004-w0000,rsu,benign,benign,-1,0
1001,det-a499b3e67ecb40fba46e8d67,case-1001-veh_002-w0000,rsu,benign,benign,-1,0
1001,det-b4e778de66d22ea954765bfe,case-1001-veh_005-w0000,rsu,benign,benign,-1,0
1001,det-b4fbb2c9ea60f2c37105f68b,case-1001-veh_006-w0000,rsu,benign,benign,-1,0
1001,det-ba0f968343bfbb1301f9be78,case-1001-veh_002-w0000,rsu,benign,benign,-1,0
1001,det-ca39dff34f34406069905967,case-1001-veh_006-w0000,rsu,benign,benign,-1,0
1001,det-f1f22e6561a4af4cd8332109,case-1001-veh_003-w0000,rsu,benign,benign,-1,0
1001,det-fab81318c08511f88e2f0dee,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,wdet-18070c9d2b46f39448731836,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-1ddd203bc56cd2b0910a8049,case-1001-veh_004-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-2d112dd988a09129745898ce,case-1001-veh_003-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-39980e36fc6313300a22262a,case-1001-veh_007-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-6ac27e977e9d300d3fe08434,case-1001-veh_006-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-70b3331be49821d53f8c2033,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-8d919d8b556481c08443bcbd,case-1001-veh_002-w0000,vehicle_witness,benign,benign,1,0
1001,wdet-e0731ccd51edbfe47a3d4cfa,case-1001-veh_005-w0000,vehicle_witness,benign,benign,-1,0
1001,det-03d26bf7b9211e3322bd1d62,case-1001-veh_007-w0000,rsu,benign,benign,-1,0
1001,det-07cfd88b3f3b08753e8ad1c9,case-1001-veh_005-w0000,rsu,benign,benign,-1,0
1001,det-09a7895fb9d438271990c5eb,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-14f98b7ef0f80adf62a71d18,case-1001-veh_002-w0000,rsu,benign,benign,-1,0
1001,det-21d0c1ab4cd00356a162de26,case-1001-veh_008-w0000,rsu,benign,benign,-1,0
1001,det-39762ff17670866123ab6874,case-1001-veh_001-w0000,rsu,benign,benign,-1,0
1001,det-4062ea64f3b7b0b1fae1082f,case-1001-veh_007-w0000,rsu,benign,benign,-1,0
1001,det-4ea2d2afd50cc1d4075cd6e0,case-1001-veh_006-w0000,rsu,benign,benign,-1,0
1001,det-51e6e5bc5b150a13e26bc95f,case-1001-veh_008-w0000,rsu,benign,benign,-1,0
1001,det-5a0aad129527dea9d2e7abe8,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-7c9bdf92b9955ff71d7d3cf2,case-1001-veh_004-w0000,rsu,benign,benign,-1,0
1001,det-8bab19e0fe54bc80bd3c241b,case-1001-veh_003-w0000,rsu,benign,benign,-1,0
1001,det-a43a10fe5463aa7a3757cf4e,case-1001-veh_001-w0000,rsu,benign,benign,-1,0
1001,det-c3025baed54ea5f58b2d3347,case-1001-veh_004-w0000,rsu,benign,benign,-1,0
1001,det-c6de458f71c005aee81ec9d5,case-1001-veh_006-w0000,rsu,benign,benign,-1,0
1001,det-e21126003b716c36bb9b01ce,case-1001-veh_002-w0000,rsu,benign,benign,-1,0
1001,det-e40c665b65c83c3da39f3a16,case-1001-veh_005-w0000,rsu,benign,benign,-1,0
1001,det-e8d2eefec6b03edfbff0320b,case-1001-veh_003-w0000,rsu,benign,benign,-1,0
1001,wdet-03ed12cc963871ca27b82274,case-1001-veh_007-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-083bf4911e3e31e02d201daf,case-1001-veh_003-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-2acbde9e5c2601476a9e7143,case-1001-veh_006-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-47f71950513d22069bd4397f,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-4b898567baf58ddb5c34e080,case-1001-veh_002-w0000,vehicle_witness,benign,benign,1,0
1001,wdet-56bf8d8b8d92ffac72dd1efe,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-7e96b9455c00544c974016cf,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-80d5742ee499b6bbd7efcb51,case-1001-veh_008-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-8193fce4cd57d5d739e5d781,case-1001-veh_004-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-a3580f98e44688eb0c87b1c4,case-1001-veh_008-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-c90aad4dce1b678f0de21494,case-1001-veh_004-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-d51498f059805e24c52dc796,case-1001-veh_005-w0000,vehicle_witness,benign,benign,-1,0
1001,det-07241c3c961e76a4b16ab4fe,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-11be9b5512889e36e6add57e,case-1001-veh_001-w0000,rsu,benign,benign,-1,0
1001,det-12580187cabc9eab2d153b55,case-1001-veh_004-w0000,rsu,benign,benign,-1,0
1001,det-2dad337c2223fef640b54ffb,case-1001-veh_006-w0000,rsu,benign,benign,-1,0
1001,det-51a2d161eef689b120904184,case-1001-veh_005-w0000,rsu,benign,benign,-1,0
1001,det-5824902b3824ca1e41fca344,case-1001-veh_008-w0000,rsu,benign,benign,-1,0
1001,det-61febdd6900ae5c2bbd3fe03,case-1001-veh_009-w0000,rsu,benign,benign,-1,0
1001,det-646404e9c25da71b4be852a9,case-1001-veh_005-w0000,rsu,benign,benign,-1,0
1001,det-7a7f3d77d711642653f8f278,case-1001-veh_002-w0000,rsu,benign,benign,-1,0
1001,det-7c4085d85253d4c7775e6a60,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-84465b412797aab1dc94bf43,case-1001-veh_003-w0000,rsu,benign,benign,-1,0
1001,det-8448cab61caadec94f5fac98,case-1001-veh_001-w0000,rsu,benign,benign,-1,0
1001,det-97e89fc06d31402a9d3364c8,case-1001-veh_004-w0000,rsu,benign,benign,-1,0
1001,det-983bc07877df9358109d379b,case-1001-veh_007-w0000,rsu,benign,benign,-1,0
1001,det-99e9d3cff81a74eedc498783,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-a0eb88be17e369378bf73244,case-1001-veh_002-w0000,rsu,benign,benign,-1,0
1001,det-a23d793cb13ea71d2619b076,case-1001-veh_008-w0000,rsu,benign,benign,-1,0
1001,det-a49db51693eb33f9fb1f512f,case-1001-veh_003-w0000,rsu,benign,benign,-1,0
1001,det-cca5607abcfb79ff12df96e0,case-1001-veh_006-w0000,rsu,benign,benign,-1,0
1001,det-d841e26b72b3eb0f5f0976bd,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-e2f3b46c610a455ee0dc255a,case-1001-veh_009-w0000,rsu,benign,benign,-1,0
1001,det-ead3b3dc4a928137def89d40,case-1001-veh_007-w0000,rsu,benign,benign,-1,0
1001,wdet-0d4c27ec0e8fb69f1eb3dc2b,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-60d884f460dc229969c206f8,case-1001-veh_007-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-6254cb1fa0534b9d99a2f008,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-80204e45eae275bcfe147ab2,case-1001-veh_009-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-8c6b0dbfb9afa56c11266f5e,case-1001-veh_004-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-988ee7c584c3d7015cee641e,case-1001-veh_003-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-a6089eb06905c3f629f40512,case-1001-veh_005-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-c0b062001e5148c5b6212268,case-1001-veh_009-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-c5ac4109410232f5c76af2cc,case-1001-veh_008-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-c69cfb6b8550271fdbd9d1fa,case-1001-veh_004-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-d8ead67df45d76ae64de5809,case-1001-veh_002-w0000,vehicle_witness,benign,benign,1,0
1001,wdet-da52ce85b0af2246a2874c9a,case-1001-veh_006-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-eb41c636445a501cc6253668,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-f0d6a9700c882a3152967aaf,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-fad8a3fea61f15ebb0de9d28,case-1001-veh_005-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-fb7500cd6ac0579d7d18b11b,case-1001-veh_008-w0000,vehicle_witness,benign,benign,-1,0
1001,det-08248d848c146413f0a85573,case-1001-veh_005-w0000,rsu,benign,benign,-1,0
1001,det-0c5ec17bfa2956880fe9a224,case-1001-veh_010-w0000,rsu,benign,benign,-1,0
1001,det-13da6e228aa8a0b559baf075,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-13dfb95bf2a30b42ef0170fa,case-1001-veh_009-w0000,rsu,benign,benign,-1,0
1001,det-1e0a3174b081b267b59b0fc6,case-1001-veh_003-w0000,rsu,benign,benign,-1,0
1001,det-2ab1cd643780578fff241d06,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-31188a8a5a7e75cd4cb89546,case-1001-veh_007-w0000,rsu,benign,benign,-1,0
1001,det-3d87cec6d0e1547e62c5f524,case-1001-veh_005-w0000,rsu,benign,benign,-1,0
1001,det-45192115b28921753e169cc1,case-1001-veh_007-w0000,rsu,benign,benign,-1,0
1001,det-47b03d17ee004001ca703789,case-1001-veh_004-w0000,rsu,benign,benign,-1,0
1001,det-522cabb4f04f026177ae25d8,case-1001-veh_010-w0000,rsu,benign,benign,-1,0
1001,det-533e626ef4acdd96e8c6d4c4,case-1001-veh_001-w0000,rsu,benign,benign,-1,0
1001,det-5396bb64a07764f18d0fb7db,case-1001-veh_006-w0000,rsu,benign,benign,-1,0
1001,det-6071bba4a24a850195480a27,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-91256e4b605211ed1169b151,case-1001-veh_009-w0000,rsu,benign,benign,-1,0
1001,det-93809d36db0a63b4b74c03f6,case-1001-veh_004-w0000,rsu,benign,benign,-1,0
1001,det-a42fe82a6421ac0a681c1ba6,case-1001-veh_006-w0000,rsu,benign,benign,-1,0
1001,det-aad2e843236a6f72d21bcd92,case-1001-veh_001-w0000,rsu,benign,benign,-1,0
1001,det-ae2f015eb443096e4790d81b,case-1001-veh_002-w0000,rsu,benign,benign,-1,0
1001,det-b30dc075e23f2af0b4f18b55,case-1001-veh_001-w0000,rsu,benign,benign,-1,0
1001,det-b6d88d6803b8770a467144d0,case-1001-veh_008-w0000,rsu,benign,benign,-1,0
1001,det-baa52ab8d342b28c7ad032cc,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-dcfe74c3fbe320b8d90ada47,case-1001-veh_002-w0000,rsu,benign,benign,-1,0
1001,det-e36f0939aad8ff67390ce4c5,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-f5ebb9b5432f1c33808d9288,case-1001-veh_003-w0000,rsu,benign,benign,-1,0
1001,det-fc47c2b490771a3075a680b3,case-1001-veh_008-w0000,rsu,benign,benign,-1,0
1001,det-fd841f885023a0b9d5b8fa8c,case-1001-veh_001-w0000,rsu,benign,benign,-1,0
1001,wdet-21d039378e2de96aca56f67d,case-1001-veh_009-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-2e7f5679ad1649e44ef61b80,case-1001-veh_004-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-32cecaf1a3da0b3dc7425bb8,case-1001-veh_010-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-3a165bf1629a274a82eec305,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-44ef8350609304c8f52a4606,case-1001-veh_004-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-64400a1b02cd9cfcadb2ccec,case-1001-veh_007-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-76283f17a19694c688195d67,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-7784231d9113f8500d1b8e65,case-1001-veh_002-w0000,vehicle_witness,benign,benign,1,0
1001,wdet-7eeae1d876cbe525b63d1b44,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-90160caf50ff2de551b8fadb,case-1001-veh_002-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-9596469e7cf868838be11631,case-1001-veh_010-w0000,vehicle_witness,benign,benign,1,0
1001,wdet-af5e8b2cd6382b59e6902a10,case-1001-veh_009-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-b10dcf629ce310ab028b60ee,case-1001-veh_008-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-b91a45fbc59fe3acd36e0285,case-1001-veh_008-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-c0ebb1b0ca55dbbf4569d281,case-1001-veh_006-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-dcf2a5d6dd074aac40e585b8,case-1001-veh_003-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-e8b25b4628f51da6edd6a82a,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-ed46a7f8fe21ef05a1c99a9c,case-1001-veh_006-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-f45da68527555dc726e099b6,case-1001-veh_005-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-f6e966c75c080d7df87c653a,case-1001-veh_005-w0000,vehicle_witness,benign,benign,-1,0
1001,det-00614be437fa3c3b6fa0829e,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-016589543d9d3eaf1095ec5a,case-1001-veh_003-w0000,rsu,benign,benign,-1,0
1001,det-0532e4352405750ab5048e12,case-1001-veh_002-w0000,rsu,benign,benign,-1,0
1001,det-0978d4268126508e67bd7916,case-1001-veh_002-w0000,rsu,benign,benign,-1,0
1001,det-0a4f983a7452e4cf61d92d80,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-0ba4f440a3600da3a6bd1ca2,case-1001-veh_004-w0000,rsu,benign,benign,-1,0
1001,det-138625ca2c316376a0632442,case-1001-veh_008-w0000,rsu,benign,benign,-1,0
1001,det-1d22189d6ddb521101dfd3e8,case-1001-veh_007-w0000,rsu,benign,benign,-1,0
1001,det-1d5d44897598cff9c13b38ce,case-1001-veh_009-w0000,rsu,benign,benign,-1,0
1001,det-2d8eba84757b50482511486e,case-1001-veh_006-w0000,rsu,benign,benign,-1,0
1001,det-3c2270fc7292d763faa51504,case-1001-veh_004-w0000,rsu,benign,benign,-1,0
1001,det-40c2aa1e971ad8f2f4b3e944,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-4238855d0ec693abb1606386,case-1001-veh_002-w0000,rsu,benign,benign,-1,0
1001,det-4bc9847254de5849cd655304,case-1001-veh_003-w0000,rsu,benign,benign,-1,0
1001,det-5639f303a9a1d79fed457a69,case-1001-veh_005-w0000,rsu,benign,benign,-1,0
1001,det-5bb0d6b434a8069ae3a8e9dc,case-1001-veh_002-w0000,rsu,benign,benign,-1,0
1001,det-60ce5bf4c3b1f32dcd70dafe,case-1001-veh_008-w0000,rsu,benign,benign,-1,0
1001,det-6460ad36aae4da03e3f9a51d,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-752cee2d96d067df6f6c46cc,case-1001-veh_009-w0000,rsu,benign,benign,-1,0
1001,det-799ccf879ae1d885ca9b09b0,case-1001-veh_001-w0000,rsu,benign,benign,-1,0
1001,det-a9171adb475d35096f129103,case-1001-veh_002-w0000,rsu,benign,benign,-1,0
1001,det-ad4151a1e1030e128a617eaa,case-1001-veh_000-w0000,rsu,position_offset,benign,-1,0
1001,det-ad84eeea0fa6d4e880f9f6fc,case-1001-veh_005-w0000,rsu,benign,benign,-1,0
1001,det-b16033a98920844d81bf4698,case-1001-veh_001-w0000,rsu,benign,benign,-1,0
1001,det-b769ea4a1d8393409eec4073,case-1001-veh_001-w0000,rsu,benign,benign,-1,0
1001,det-bd0a4a3e90f1ce333559f3a3,case-1001-veh_001-w0000,rsu,benign,benign,-1,0
1001,det-d424caab0adabd75772fc12f,case-1001-veh_011-w0000,rsu,benign,benign,-1,0
1001,det-dfd913068fdf7f051f76aabb,case-1001-veh_010-w0000,rsu,benign,benign,-1,0
1001,det-e8ef945c2cb82479c44dd5ce,case-1001-veh_007-w0000,rsu,benign,benign,-1,0
1001,det-ec8030b28e02c46d843eb4cf,case-1001-veh_011-w0000,rsu,benign,benign,-1,0
1001,det-ef48d7d5bc5e6f2104946890,case-1001-veh_001-w0000,rsu,benign,benign,-1,0
1001,det-f5abc8cc5f1fcbd2aee5a52d,case-1001-veh_010-w0000,rsu,benign,benign,-1,0
1001,det-f7ce654b568ef6627f7283ae,case-1001-veh_006-w0000,rsu,benign,benign,-1,0
1001,wdet-0e2f3b7d6519fc812cb00a6a,case-1001-veh_005-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-22821626de0eb5f908976620,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-2d244f02fea839b5f50a16ac,case-1001-veh_000-w0000,vehicle_witness,position_offset,benign,-1,0
1001,wdet-2dfc6fd07a60df91120061fc,case-1001-veh_004-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-478e78872d30a0bf420ed1d6,case-1001-veh_003-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-48ac23821d716cec1cb2ac34,case-1001-veh_007-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-511ad31b36ef433340ca8090,case-1001-veh_005-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-52e816b533fcaed417f54ce5,case-1001-veh_007-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-55e3afc80026076ab7175561,case-1001-veh_002-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-59867cbdca6dd6e3d73d930e,case-1001-veh_003-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-62bca21b22228afafa5db692,case-1001-veh_004-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-6fc4e563a818e08519e9d07e,case-1001-veh_011-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-7411da6db416dccd3a5ac1b3,case-1001-veh_001-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-753e0e12fcc33fd22644d95b,case-1001-veh_010-w0000,vehicle_witness,benign,benign,1,0
1001,wdet-78c3867daeb4bf799d6c0df0,case-1001-veh_009-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-895d4cfa3f50d57b48dc2d12,case-1001-veh_002-w0000,vehicle_witness,benign,benign,1,0
1001,wdet-89d1ea5f8402160ace1f86d3,case-1001-veh_009-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-9d7da2ab427f11c03f9a1e4e,case-1001-veh_011-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-ac13c8760d9de041da433156,case-1001-veh_008-w0000,vehicle_witness,benign,benign,-1,0
1001,wdet-b77b3a4aedc3a7e2189410c4,case-1001-veh_006-w0000,vehicle_witness,benign,benign,-1,0
