topology,case_id,vehicle_id,architecture,previous_state,new_state,detected_at,qualified_at,finalized_at,ledger_available_at,decision_margin,committed,reason,metadata,attack_type,ground_truth_malicious,predicted_revoked,article_native_reference_qualified,inferred_attack_type,seed
smoke,case-1001-veh_010-w0000,veh_010,centralized_vpuft,trusted,trusted,11.0,,14.068264511198306,,-0.8675246170482963,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 3.28601228924974, 'supporting_strength': 0.0, 'opposing_strength': 0.8675246170482963, 'independent_roots': 0, 'correlated_suppressed': 4, 'attempted_attestations': 8, 'arrived_attestations': 8, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_011-w0000,veh_011,centralized_vpuft,trusted,trusted,12.0,,14.072053964423382,,-0.8316772487140822,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 9.715275340273166, 'supporting_strength': 0.0, 'opposing_strength': 0.8316772487140822, 'independent_roots': 0, 'correlated_suppressed': 3, 'attempted_attestations': 6, 'arrived_attestations': 6, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_012-w0000,veh_012,centralized_vpuft,trusted,trusted,13.0,,14.074595948658656,,-0.768132928876618,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 8.122703823485011, 'supporting_strength': 0.0, 'opposing_strength': 0.768132928876618, 'independent_roots': 0, 'correlated_suppressed': 2, 'attempted_attestations': 4, 'arrived_attestations': 4, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_013-w0000,veh_013,centralized_vpuft,trusted,trusted,14.0,,14.07853721739323,,-0.6247782509392987,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 16.919102033675415, 'supporting_strength': 0.0, 'opposing_strength': 0.6247782509392987, 'independent_roots': 0, 'correlated_suppressed': 1, 'attempted_attestations': 2, 'arrived_attestations': 2, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_000-w0001,veh_000,centralized_vpuft,trusted,trusted,15.0,,29.020974998646757,,-0.9568455450385086,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9568455450385086, 'independent_roots': 0, 'correlated_suppressed': 20, 'attempted_attestations': 35, 'arrived_attestations': 35, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_001-w0001,veh_001,centralized_vpuft,trusted,trusted,15.0,,29.03054715182993,,-0.9568349804417702,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9568349804417702, 'independent_roots': 0, 'correlated_suppressed': 30, 'attempted_attestations': 45, 'arrived_attestations': 45, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_002-w0001,veh_002,centralized_vpuft,trusted,revoked,15.0,29.032673829758508,29.032673829758508,29.03367382975851,0.7130606914663179,True,evidence_qualified,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.8394803779316611, 'opposing_strength': 0.12641968646534318, 'independent_roots': 12, 'correlated_suppressed': 21, 'attempted_attestations': 36, 'arrived_attestations': 36, 'dropped_attestations': 0}",position_offset,1,1,0,position_offset,1001
smoke,case-1001-veh_003-w0001,veh_003,centralized_vpuft,trusted,trusted,15.0,,29.0417125555406,,-0.9568226085686248,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9568226085686248, 'independent_roots': 0, 'correlated_suppressed': 30, 'attempted_attestations': 45, 'arrived_attestations': 45, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_004-w0001,veh_004,centralized_vpuft,trusted,revoked,15.0,29.046804623597048,29.046804623597048,29.04780462359705,0.5271176149028084,True,evidence_qualified,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.7466258589115485, 'opposing_strength': 0.21950824400874017, 'independent_roots': 10, 'correlated_suppressed': 19, 'attempted_attestations': 34, 'arrived_attestations': 34, 'dropped_attestations': 0}",speed_offset,1,1,0,speed_offset,1001
smoke,case-1001-veh_005-w0001,veh_005,centralized_vpuft,trusted,trusted,15.0,,29.05537195469824,,-0.956807400583643,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.956807400583643, 'independent_roots': 0, 'correlated_suppressed': 30, 'attempted_attestations': 45, 'arrived_attestations': 45, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_006-w0001,veh_006,centralized_vpuft,trusted,suspected,15.0,,29.054910613101978,,-0.5184751701156433,False,insufficient_weighted_margin,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.1503999460146177, 'opposing_strength': 0.668875116130261, 'independent_roots': 4, 'correlated_suppressed': 23, 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",replay,1,0,0,replay,1001
smoke,case-1001-veh_007-w0001,veh_007,centralized_vpuft,trusted,trusted,15.0,,29.067816965544854,,-0.95679347389472,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9567934738947201, 'independent_roots': 0, 'correlated_suppressed': 28, 'attempted_attestations': 43, 'arrived_attestations': 43, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_008-w0001,veh_008,centralized_vpuft,trusted,revoked,15.0,29.0715822410972,29.0715822410972,29.0725822410972,0.0113609825391058,True,cryptographic_decisive_evidence,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.48658967627484767, 'opposing_strength': 0.47522869373574184, 'independent_roots': 6, 'correlated_suppressed': 16, 'attempted_attestations': 31, 'arrived_attestations': 31, 'dropped_attestations': 0}",benign,0,1,0,certificate_tamper,1001
smoke,case-1001-veh_009-w0001,veh_009,centralized_vpuft,trusted,trusted,15.0,,29.07822167521623,,-0.9567817777538636,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9567817777538637, 'independent_roots': 0, 'correlated_suppressed': 26, 'attempted_attestations': 41, 'arrived_attestations': 41, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_010-w0001,veh_010,centralized_vpuft,trusted,suspected,15.0,,29.08787446035804,,-0.901817342079668,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.019532785645393326, 'opposing_strength': 0.9213501277250612, 'independent_roots': 4, 'correlated_suppressed': 47, 'attempted_attestations': 62, 'arrived_attestations': 62, 'dropped_attestations': 0}",benign,0,0,0,flood,1001
smoke,case-1001-veh_011-w0001,veh_011,centralized_vpuft,trusted,trusted,15.0,,29.09134873453571,,-0.9567669517736817,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9567669517736815, 'independent_roots': 0, 'correlated_suppressed': 25, 'attempted_attestations': 40, 'arrived_attestations': 40, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_012-w0001,veh_012,centralized_vpuft,trusted,quarantined,15.0,,29.10247750391304,,0.6196488660129287,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.6196488660129287, 'opposing_strength': 0.0, 'independent_roots': 1, 'correlated_suppressed': 15, 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",benign,0,0,0,false_denm,1001
smoke,case-1001-veh_013-w0001,veh_013,centralized_vpuft,trusted,trusted,15.0,,29.108451231614563,,-0.9567475170998724,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9567475170998725, 'independent_roots': 0, 'correlated_suppressed': 23, 'attempted_attestations': 38, 'arrived_attestations': 38, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_014-w0001,veh_014,centralized_vpuft,trusted,trusted,15.0,,29.113602461263405,,-0.9567416366407084,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9567416366407084, 'independent_roots': 0, 'correlated_suppressed': 15, 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_015-w0001,veh_015,centralized_vpuft,trusted,trusted,16.0,,29.121059393634383,,-0.9545075192292998,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9545075192292998, 'independent_roots': 0, 'correlated_suppressed': 19, 'attempted_attestations': 33, 'arrived_attestations': 33, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_016-w0001,veh_016,centralized_vpuft,trusted,trusted,17.0,,29.130537302672103,,-0.9517782415525682,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9517782415525682, 'independent_roots': 0, 'correlated_suppressed': 13, 'attempted_attestations': 26, 'arrived_attestations': 26, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_017-w0001,veh_017,centralized_vpuft,trusted,trusted,18.0,,29.14309289469237,,-0.9485157918491064,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9485157918491064, 'independent_roots': 0, 'correlated_suppressed': 16, 'attempted_attestations': 28, 'arrived_attestations': 28, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_018-w0001,veh_018,centralized_vpuft,trusted,trusted,19.0,,29.15014372966479,,-0.9446246322101188,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9446246322101189, 'independent_roots': 0, 'correlated_suppressed': 11, 'attempted_attestations': 22, 'arrived_attestations': 22, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_019-w0001,veh_019,centralized_vpuft,trusted,trusted,20.0,,29.15853454835131,,-0.93993939354208,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9399393935420799, 'independent_roots': 0, 'correlated_suppressed': 12, 'attempted_attestations': 22, 'arrived_attestations': 22, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_020-w0001,veh_020,centralized_vpuft,trusted,trusted,21.0,,29.157860793491427,,-0.9342361059358733,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9342361059358733, 'independent_roots': 0, 'correlated_suppressed': 9, 'attempted_attestations': 18, 'arrived_attestations': 18, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_021-w0001,veh_021,centralized_vpuft,trusted,trusted,22.0,,29.16229678360516,,-0.9271545785399438,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9271545785399438, 'independent_roots': 0, 'correlated_suppressed': 8, 'attempted_attestations': 16, 'arrived_attestations': 16, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_022-w0001,veh_022,centralized_vpuft,trusted,trusted,23.0,,29.16448990747545,,-0.918167758571941,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.918167758571941, 'independent_roots': 0, 'correlated_suppressed': 7, 'attempted_attestations': 14, 'arrived_attestations': 14, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_023-w0001,veh_023,centralized_vpuft,trusted,trusted,24.0,,29.169860793491427,,-0.9064099952980648,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 3.83051897205533, 'supporting_strength': 0.0, 'opposing_strength': 0.9064099952980649, 'independent_roots': 0, 'correlated_suppressed': 6, 'attempted_attestations': 12, 'arrived_attestations': 12, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_000-w0002,veh_000,centralized_vpuft,trusted,trusted,30.0,,44.02189119366012,,-0.956844535510236,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.956844535510236, 'independent_roots': 0, 'correlated_suppressed': 15, 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_001-w0002,veh_001,centralized_vpuft,trusted,trusted,30.0,,44.02331620278763,,-0.9561822964456196,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9561822964456197, 'independent_roots': 0, 'correlated_suppressed': 15, 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_002-w0002,veh_002,centralized_vpuft,revoked,revoked,30.0,44.029921837412346,44.029921837412346,44.03092183741234,0.9672361438834866,True,evidence_qualified,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.9672361438834866, 'opposing_strength': 0.0, 'independent_roots': 15, 'correlated_suppressed': 15, 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",position_offset,1,1,0,position_offset,1001
smoke,case-1001-veh_003-w0002,veh_003,centralized_vpuft,trusted,trusted,30.0,,44.028736474855656,,-0.956272263096528,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9562722630965279, 'independent_roots': 0, 'correlated_suppressed': 18, 'attempted_attestations': 33, 'arrived_attestations': 33, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_004-w0002,veh_004,centralized_vpuft,revoked,revoked,30.0,44.03974218423501,44.03974218423501,44.04074218423501,0.9682728355645236,True,evidence_qualified,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.9682728355645236, 'opposing_strength': 0.0, 'independent_roots': 15, 'correlated_suppressed': 16, 'attempted_attestations': 31, 'arrived_attestations': 31, 'dropped_attestations': 0}",speed_offset,1,1,0,speed_offset,1001
smoke,case-1001-veh_005-w0002,veh_005,centralized_vpuft,trusted,trusted,30.0,,44.035316202787634,,-0.9563431728014526,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.49286963565720043, 'supporting_strength': 0.0, 'opposing_strength': 0.9563431728014526, 'independent_roots': 0, 'correlated_suppressed': 20, 'attempted_attestations': 35, 'arrived_attestations': 35, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_006-w0002,veh_006,centralized_vpuft,suspected,revoked,30.0,44.04448291382663,44.04448291382663,44.04548291382663,0.9010755881068766,True,cryptographic_decisive_evidence,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.9010755881068766, 'opposing_strength': 0.0, 'independent_roots': 4, 'correlated_suppressed': 26, 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",replay,1,1,0,replay,1001
smoke,case-1001-veh_007-w0002,veh_007,centralized_vpuft,trusted,trusted,30.0,,44.043218371237785,,-0.9563764370898272,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9563764370898273, 'independent_roots': 0, 'correlated_suppressed': 21, 'attempted_attestations': 36, 'arrived_attestations': 36, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_008-w0002,veh_008,centralized_vpuft,revoked,revoked,30.0,44.05030766760176,44.05030766760176,44.05130766760176,0.9660129261631866,True,cryptographic_decisive_evidence,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.9660129261631866, 'opposing_strength': 0.0, 'independent_roots': 15, 'correlated_suppressed': 19, 'attempted_attestations': 34, 'arrived_attestations': 34, 'dropped_attestations': 0}",certificate_tamper,1,1,0,certificate_tamper,1001
smoke,case-1001-veh_009-w0002,veh_009,centralized_vpuft,trusted,trusted,30.0,,44.05174218423501,,-0.9564561673047126,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.10851461913574667, 'supporting_strength': 0.0, 'opposing_strength': 0.9564561673047126, 'independent_roots': 0, 'correlated_suppressed': 23, 'attempted_attestations': 38, 'arrived_attestations': 38, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_010-w0002,veh_010,centralized_vpuft,suspected,revoked,30.0,44.08674565511049,44.08674565511049,44.08774565511049,0.5626819814324358,True,evidence_qualified,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.5626819814324358, 'opposing_strength': 0.0, 'independent_roots': 15, 'correlated_suppressed': 160, 'attempted_attestations': 175, 'arrived_attestations': 175, 'dropped_attestations': 0}",flood,1,1,0,flood,1001
smoke,case-1001-veh_011-w0002,veh_011,centralized_vpuft,trusted,trusted,30.0,,44.08966030737983,,-0.9565085327784412,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9565085327784411, 'independent_roots': 0, 'correlated_suppressed': 25, 'attempted_attestations': 40, 'arrived_attestations': 40, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_012-w0002,veh_012,centralized_vpuft,quarantined,quarantined,30.0,,44.09120726453019,,0.819112292604449,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.819112292604449, 'opposing_strength': 0.0, 'independent_roots': 3, 'correlated_suppressed': 21, 'attempted_attestations': 36, 'arrived_attestations': 36, 'dropped_attestations': 0}",false_denm,1,0,0,false_denm,1001
smoke,case-1001-veh_013-w0002,veh_013,centralized_vpuft,trusted,trusted,30.0,,44.09696610476961,,-0.956549887833784,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9565498878337839, 'independent_roots': 0, 'correlated_suppressed': 26, 'attempted_attestations': 41, 'arrived_attestations': 41, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_014-w0002,veh_014,centralized_vpuft,trusted,quarantined,30.0,,44.12344525990117,,0.9767080330123856,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.9767080330123856, 'opposing_strength': 0.0, 'independent_roots': 15, 'correlated_suppressed': 125, 'attempted_attestations': 140, 'arrived_attestations': 140, 'dropped_attestations': 0}",mixed,1,0,0,mixed,1001
smoke,case-1001-veh_015-w0002,veh_015,centralized_vpuft,trusted,trusted,30.0,,44.1246585767132,,-0.9566212460202836,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9566212460202836, 'independent_roots': 0, 'correlated_suppressed': 28, 'attempted_attestations': 43, 'arrived_attestations': 43, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_016-w0002,veh_016,centralized_vpuft,trusted,trusted,30.0,,44.13258408526663,,-0.9567198586766896,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9567198586766895, 'independent_roots': 0, 'correlated_suppressed': 20, 'attempted_attestations': 35, 'arrived_attestations': 35, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_017-w0002,veh_017,centralized_vpuft,trusted,trusted,30.0,,44.14338559742713,,-0.956707387844582,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9567073878445819, 'independent_roots': 0, 'correlated_suppressed': 30, 'attempted_attestations': 45, 'arrived_attestations': 45, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_018-w0002,veh_018,centralized_vpuft,trusted,trusted,30.0,,44.14620644512544,,-0.9567041215696476,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9567041215696476, 'independent_roots': 0, 'correlated_suppressed': 20, 'attempted_attestations': 35, 'arrived_attestations': 35, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_019-w0002,veh_019,centralized_vpuft,trusted,trusted,30.0,,44.15327566648244,,-0.956695805693018,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.956695805693018, 'independent_roots': 0, 'correlated_suppressed': 30, 'attempted_attestations': 45, 'arrived_attestations': 45, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_020-w0002,veh_020,centralized_vpuft,trusted,trusted,30.0,,44.16097780228863,,-0.9566865739114484,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9566865739114483, 'independent_roots': 0, 'correlated_suppressed': 19, 'attempted_attestations': 34, 'arrived_attestations': 34, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_021-w0002,veh_021,centralized_vpuft,trusted,trusted,30.0,,44.17281244906378,,-0.9566723292902088,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9566723292902088, 'independent_roots': 0, 'correlated_suppressed': 30, 'attempted_attestations': 45, 'arrived_attestations': 45, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_022-w0002,veh_022,centralized_vpuft,trusted,trusted,30.0,,44.18132620288901,,-0.9566620364869082,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9566620364869082, 'independent_roots': 0, 'correlated_suppressed': 18, 'attempted_attestations': 33, 'arrived_attestations': 33, 'dropped_attestations': 0}",benign,0,0,0,position_offset,1001
smoke,case-1001-veh_023-w0002,veh_023,centralized_vpuft,trusted,trusted,30.0,,44.189514914720085,,-0.9566521003068053,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9566521003068051, 'independent_roots': 0, 'correlated_suppressed': 28, 'attempted_attestations': 43, 'arrived_attestations': 43, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_000-w0003,veh_000,centralized_vpuft,trusted,trusted,45.0,,59.021932729876994,,-0.956645652979227,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.956645652979227, 'independent_roots': 0, 'correlated_suppressed': 21, 'attempted_attestations': 36, 'arrived_attestations': 36, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
smoke,case-1001-veh_001-w0003,veh_001,centralized_vpuft,trusted,trusted,45.0,,59.02288514292135,,-0.9561827732960028,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9561827732960029, 'independent_roots': 0, 'correlated_suppressed': 15, 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
