topology,seed,case_id,ground_truth_attack_type,ground_truth_malicious,inferred_attack_type,attack_type_correct
smoke,1001,case-smoke-1001-veh_003-w0005,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_003-w0006,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_004-w0000,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_004-w0001,speed_offset,1,speed_offset,1
smoke,1001,case-smoke-1001-veh_004-w0002,speed_offset,1,speed_offset,1
smoke,1001,case-smoke-1001-veh_004-w0003,speed_offset,1,speed_offset,1
smoke,1001,case-smoke-1001-veh_004-w0004,speed_offset,1,speed_offset,1
smoke,1001,case-smoke-1001-veh_004-w0005,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_004-w0006,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_005-w0000,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_005-w0001,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_005-w0002,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_005-w0003,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_005-w0004,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_005-w0005,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_005-w0006,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_006-w0000,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_006-w0001,replay,1,replay,1
smoke,1001,case-smoke-1001-veh_006-w0002,replay,1,replay,1
smoke,1001,case-smoke-1001-veh_006-w0003,replay,1,replay,1
smoke,1001,case-smoke-1001-veh_006-w0004,replay,1,replay,1
smoke,1001,case-smoke-1001-veh_006-w0005,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_006-w0006,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_007-w0000,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_007-w0001,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_007-w0002,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_007-w0003,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_007-w0004,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_007-w0005,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_007-w0006,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_008-w0000,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_008-w0001,benign,0,certificate_tamper,0
smoke,1001,case-smoke-1001-veh_008-w0002,certificate_tamper,1,certificate_tamper,1
smoke,1001,case-smoke-1001-veh_008-w0003,certificate_tamper,1,certificate_tamper,1
smoke,1001,case-smoke-1001-veh_008-w0004,certificate_tamper,1,certificate_tamper,1
smoke,1001,case-smoke-1001-veh_008-w0005,benign,0,certificate_tamper,0
smoke,1001,case-smoke-1001-veh_008-w0006,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_009-w0000,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_009-w0001,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_009-w0002,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_009-w0003,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_009-w0004,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_009-w0005,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_009-w0006,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_010-w0000,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_010-w0001,benign,0,flood,0
smoke,1001,case-smoke-1001-veh_010-w0002,flood,1,flood,1
smoke,1001,case-smoke-1001-veh_010-w0003,flood,1,flood,1
smoke,1001,case-smoke-1001-veh_010-w0004,flood,1,flood,1
smoke,1001,case-smoke-1001-veh_010-w0005,benign,0,flood,0
smoke,1001,case-smoke-1001-veh_010-w0006,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_011-w0000,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_011-w0001,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_011-w0002,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_011-w0003,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_011-w0004,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_011-w0005,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_011-w0006,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_012-w0000,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_012-w0001,benign,0,false_denm,0
smoke,1001,case-smoke-1001-veh_012-w0002,false_denm,1,false_denm,1
smoke,1001,case-smoke-1001-veh_012-w0003,false_denm,1,false_denm,1
smoke,1001,case-smoke-1001-veh_012-w0004,false_denm,1,false_denm,1
smoke,1001,case-smoke-1001-veh_012-w0005,benign,0,false_denm,0
smoke,1001,case-smoke-1001-veh_012-w0006,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_013-w0000,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_013-w0001,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_013-w0002,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_013-w0003,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_013-w0004,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_013-w0005,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_013-w0006,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_014-w0001,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_014-w0002,mixed,1,mixed,1
smoke,1001,case-smoke-1001-veh_014-w0003,mixed,1,mixed,1
smoke,1001,case-smoke-1001-veh_014-w0004,mixed,1,mixed,1
smoke,1001,case-smoke-1001-veh_014-w0005,mixed,1,mixed,1
smoke,1001,case-smoke-1001-veh_014-w0006,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_015-w0001,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_015-w0002,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_015-w0003,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_015-w0004,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_015-w0005,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_015-w0006,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_016-w0001,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_016-w0002,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_016-w0003,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_016-w0004,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_016-w0005,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_016-w0006,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_017-w0001,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_017-w0002,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_017-w0003,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_017-w0004,benign,0,position_offset,0
smoke,1001,case-smoke-1001-veh_017-w0005,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_017-w0006,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_018-w0001,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_018-w0002,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_018-w0003,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_018-w0004,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_018-w0005,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_018-w0006,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_019-w0001,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_019-w0002,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_019-w0003,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_019-w0004,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_019-w0005,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_019-w0006,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_020-w0001,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_020-w0002,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_020-w0003,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_020-w0004,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_020-w0005,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_020-w0006,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_021-w0001,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_021-w0002,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_021-w0003,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_021-w0004,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_021-w0005,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_021-w0006,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_022-w0001,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_022-w0002,benign,0,position_offset,0
smoke,1001,case-smoke-1001-veh_022-w0003,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_022-w0004,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_022-w0005,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_022-w0006,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_023-w0001,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_023-w0002,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_023-w0003,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_023-w0004,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_023-w0005,benign,0,benign,1
smoke,1001,case-smoke-1001-veh_023-w0006,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_000-w0000,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_000-w0001,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_000-w0002,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_000-w0003,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_000-w0004,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_000-w0005,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_000-w0006,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_001-w0000,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_001-w0001,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_001-w0002,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_001-w0003,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_001-w0004,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_001-w0005,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_001-w0006,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_002-w0000,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_002-w0001,position_offset,1,position_offset,1
smoke,1002,case-smoke-1002-veh_002-w0002,position_offset,1,position_offset,1
smoke,1002,case-smoke-1002-veh_002-w0003,position_offset,1,position_offset,1
smoke,1002,case-smoke-1002-veh_002-w0004,position_offset,1,position_offset,1
smoke,1002,case-smoke-1002-veh_002-w0005,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_002-w0006,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_003-w0000,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_003-w0001,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_003-w0002,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_003-w0003,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_003-w0004,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_003-w0005,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_003-w0006,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_004-w0000,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_004-w0001,speed_offset,1,speed_offset,1
smoke,1002,case-smoke-1002-veh_004-w0002,speed_offset,1,speed_offset,1
smoke,1002,case-smoke-1002-veh_004-w0003,speed_offset,1,speed_offset,1
smoke,1002,case-smoke-1002-veh_004-w0004,speed_offset,1,speed_offset,1
smoke,1002,case-smoke-1002-veh_004-w0005,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_004-w0006,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_005-w0000,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_005-w0001,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_005-w0002,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_005-w0003,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_005-w0004,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_005-w0005,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_005-w0006,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_006-w0000,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_006-w0001,replay,1,replay,1
smoke,1002,case-smoke-1002-veh_006-w0002,replay,1,replay,1
smoke,1002,case-smoke-1002-veh_006-w0003,replay,1,replay,1
smoke,1002,case-smoke-1002-veh_006-w0004,replay,1,replay,1
smoke,1002,case-smoke-1002-veh_006-w0005,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_006-w0006,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_007-w0000,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_007-w0001,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_007-w0002,benign,0,position_offset,0
smoke,1002,case-smoke-1002-veh_007-w0003,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_007-w0004,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_007-w0005,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_007-w0006,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_008-w0000,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_008-w0001,benign,0,certificate_tamper,0
smoke,1002,case-smoke-1002-veh_008-w0002,certificate_tamper,1,certificate_tamper,1
smoke,1002,case-smoke-1002-veh_008-w0003,certificate_tamper,1,certificate_tamper,1
smoke,1002,case-smoke-1002-veh_008-w0004,certificate_tamper,1,certificate_tamper,1
smoke,1002,case-smoke-1002-veh_008-w0005,benign,0,certificate_tamper,0
smoke,1002,case-smoke-1002-veh_008-w0006,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_009-w0000,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_009-w0001,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_009-w0002,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_009-w0003,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_009-w0004,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_009-w0005,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_009-w0006,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_010-w0000,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_010-w0001,benign,0,flood,0
smoke,1002,case-smoke-1002-veh_010-w0002,flood,1,flood,1
smoke,1002,case-smoke-1002-veh_010-w0003,flood,1,flood,1
smoke,1002,case-smoke-1002-veh_010-w0004,flood,1,flood,1
smoke,1002,case-smoke-1002-veh_010-w0005,benign,0,flood,0
smoke,1002,case-smoke-1002-veh_010-w0006,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_011-w0000,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_011-w0001,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_011-w0002,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_011-w0003,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_011-w0004,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_011-w0005,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_011-w0006,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_012-w0000,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_012-w0001,benign,0,false_denm,0
smoke,1002,case-smoke-1002-veh_012-w0002,false_denm,1,false_denm,1
smoke,1002,case-smoke-1002-veh_012-w0003,false_denm,1,mixed,0
smoke,1002,case-smoke-1002-veh_012-w0004,false_denm,1,false_denm,1
smoke,1002,case-smoke-1002-veh_012-w0005,benign,0,false_denm,0
smoke,1002,case-smoke-1002-veh_012-w0006,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_013-w0000,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_013-w0001,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_013-w0002,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_013-w0003,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_013-w0004,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_013-w0005,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_013-w0006,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_014-w0001,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_014-w0002,mixed,1,mixed,1
smoke,1002,case-smoke-1002-veh_014-w0003,mixed,1,mixed,1
smoke,1002,case-smoke-1002-veh_014-w0004,mixed,1,mixed,1
smoke,1002,case-smoke-1002-veh_014-w0005,mixed,1,mixed,1
smoke,1002,case-smoke-1002-veh_014-w0006,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_015-w0001,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_015-w0002,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_015-w0003,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_015-w0004,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_015-w0005,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_015-w0006,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_016-w0001,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_016-w0002,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_016-w0003,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_016-w0004,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_016-w0005,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_016-w0006,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_017-w0001,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_017-w0002,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_017-w0003,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_017-w0004,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_017-w0005,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_017-w0006,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_018-w0001,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_018-w0002,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_018-w0003,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_018-w0004,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_018-w0005,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_018-w0006,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_019-w0001,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_019-w0002,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_019-w0003,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_019-w0004,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_019-w0005,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_019-w0006,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_020-w0001,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_020-w0002,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_020-w0003,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_020-w0004,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_020-w0005,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_020-w0006,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_021-w0001,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_021-w0002,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_021-w0003,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_021-w0004,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_021-w0005,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_021-w0006,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_022-w0001,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_022-w0002,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_022-w0003,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_022-w0004,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_022-w0005,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_022-w0006,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_023-w0001,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_023-w0002,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_023-w0003,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_023-w0004,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_023-w0005,benign,0,benign,1
smoke,1002,case-smoke-1002-veh_023-w0006,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_000-w0000,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_000-w0001,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_000-w0002,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_000-w0003,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_000-w0004,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_000-w0005,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_000-w0006,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_001-w0000,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_001-w0001,benign,0,position_offset,0
smoke,1003,case-smoke-1003-veh_001-w0002,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_001-w0003,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_001-w0004,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_001-w0005,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_001-w0006,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_002-w0000,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_002-w0001,position_offset,1,position_offset,1
smoke,1003,case-smoke-1003-veh_002-w0002,position_offset,1,position_offset,1
smoke,1003,case-smoke-1003-veh_002-w0003,position_offset,1,position_offset,1
smoke,1003,case-smoke-1003-veh_002-w0004,position_offset,1,position_offset,1
smoke,1003,case-smoke-1003-veh_002-w0005,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_002-w0006,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_003-w0000,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_003-w0001,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_003-w0002,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_003-w0003,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_003-w0004,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_003-w0005,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_003-w0006,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_004-w0000,benign,0,position_offset,0
smoke,1003,case-smoke-1003-veh_004-w0001,speed_offset,1,speed_offset,1
smoke,1003,case-smoke-1003-veh_004-w0002,speed_offset,1,speed_offset,1
smoke,1003,case-smoke-1003-veh_004-w0003,speed_offset,1,speed_offset,1
smoke,1003,case-smoke-1003-veh_004-w0004,speed_offset,1,speed_offset,1
smoke,1003,case-smoke-1003-veh_004-w0005,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_004-w0006,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_005-w0000,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_005-w0001,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_005-w0002,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_005-w0003,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_005-w0004,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_005-w0005,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_005-w0006,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_006-w0000,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_006-w0001,replay,1,replay,1
smoke,1003,case-smoke-1003-veh_006-w0002,replay,1,replay,1
smoke,1003,case-smoke-1003-veh_006-w0003,replay,1,replay,1
smoke,1003,case-smoke-1003-veh_006-w0004,replay,1,replay,1
smoke,1003,case-smoke-1003-veh_006-w0005,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_006-w0006,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_007-w0000,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_007-w0001,benign,0,position_offset,0
smoke,1003,case-smoke-1003-veh_007-w0002,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_007-w0003,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_007-w0004,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_007-w0005,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_007-w0006,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_008-w0000,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_008-w0001,benign,0,certificate_tamper,0
smoke,1003,case-smoke-1003-veh_008-w0002,certificate_tamper,1,certificate_tamper,1
smoke,1003,case-smoke-1003-veh_008-w0003,certificate_tamper,1,certificate_tamper,1
smoke,1003,case-smoke-1003-veh_008-w0004,certificate_tamper,1,certificate_tamper,1
smoke,1003,case-smoke-1003-veh_008-w0005,benign,0,certificate_tamper,0
smoke,1003,case-smoke-1003-veh_008-w0006,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_009-w0000,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_009-w0001,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_009-w0002,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_009-w0003,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_009-w0004,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_009-w0005,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_009-w0006,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_010-w0000,benign,0,benign,1
smoke,1003,case-smoke-1003-veh_010-w0001,benign,0,flood,0
