case_id,vehicle_id,architecture,previous_state,new_state,detected_at,qualified_at,finalized_at,ledger_available_at,decision_margin,committed,reason,metadata,attack_type,ground_truth_malicious,predicted_revoked,article_native_reference_qualified,inferred_attack_type,seed
case-1001-veh_007-w0002,veh_007,centralized_vpuft,trusted,trusted,30.0,,44.05384403805098,,-0.9566019363115534,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9566019363115534, 'independent_roots': 0, 'correlated_suppressed': 45, 'attempted_attestations': 60, 'arrived_attestations': 60, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_008-w0002,veh_008,centralized_vpuft,revoked,revoked,30.0,44.05149966913025,44.05149966913025,44.05249966913025,0.9660909054293942,True,cryptographic_decisive_evidence,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.9660909054293942, 'opposing_strength': 0.0, 'independent_roots': 15, 'correlated_suppressed': 15, 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",certificate_tamper,1,1,0,certificate_tamper,1001
case-1001-veh_009-w0002,veh_009,centralized_vpuft,trusted,trusted,30.0,,44.069619427609936,,-0.9565192423603855,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9565192423603855, 'independent_roots': 0, 'correlated_suppressed': 16, 'attempted_attestations': 31, 'arrived_attestations': 31, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_010-w0002,veh_010,centralized_vpuft,suspected,revoked,30.0,44.07428767027517,44.07428767027517,44.075287670275166,0.565997221690201,True,evidence_qualified,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.565997221690201, 'opposing_strength': 0.0, 'independent_roots': 15, 'correlated_suppressed': 135, 'attempted_attestations': 150, 'arrived_attestations': 150, 'dropped_attestations': 0}",flood,1,1,0,flood,1001
case-1001-veh_011-w0002,veh_011,centralized_vpuft,trusted,trusted,30.0,,44.0734218187691,,-0.9565436467894181,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9565436467894181, 'independent_roots': 0, 'correlated_suppressed': 15, 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_012-w0002,veh_012,centralized_vpuft,quarantined,quarantined,30.0,,44.07168375698596,,0.751837688314884,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.751837688314884, 'opposing_strength': 0.0, 'independent_roots': 2, 'correlated_suppressed': 38, 'attempted_attestations': 53, 'arrived_attestations': 53, 'dropped_attestations': 0}",false_denm,1,0,0,false_denm,1001
case-1001-veh_013-w0002,veh_013,centralized_vpuft,trusted,trusted,30.0,,44.08537328091398,,-0.9565783367350069,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9565783367350069, 'independent_roots': 0, 'correlated_suppressed': 35, 'attempted_attestations': 50, 'arrived_attestations': 50, 'dropped_attestations': 0}",benign,0,0,0,position_offset,1001
case-1001-veh_014-w0002,veh_014,centralized_vpuft,trusted,revoked,30.0,44.10328159415589,44.10328159415589,44.104281594155886,0.9766852145879018,True,evidence_qualified,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.9766852145879018, 'opposing_strength': 0.0, 'independent_roots': 15, 'correlated_suppressed': 229, 'attempted_attestations': 244, 'arrived_attestations': 244, 'dropped_attestations': 0}",mixed,1,1,0,mixed,1001
case-1001-veh_015-w0002,veh_015,centralized_vpuft,trusted,trusted,30.0,,44.110361802288715,,-0.9563438372263474,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9563438372263474, 'independent_roots': 0, 'correlated_suppressed': 44, 'attempted_attestations': 59, 'arrived_attestations': 59, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_016-w0002,veh_016,centralized_vpuft,trusted,trusted,30.0,,44.09577414252919,,-0.9567619358908951,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9567619358908951, 'independent_roots': 0, 'correlated_suppressed': 15, 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_017-w0002,veh_017,centralized_vpuft,trusted,trusted,30.0,,44.12692708590672,,-0.9563330688776193,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9563330688776193, 'independent_roots': 0, 'correlated_suppressed': 15, 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",benign,0,0,0,position_offset,1001
case-1001-veh_018-w0002,veh_018,centralized_vpuft,trusted,trusted,30.0,,44.10777414252919,,-0.9561546617177541,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 7.551939640080718, 'supporting_strength': 0.0, 'opposing_strength': 0.9561546617177541, 'independent_roots': 0, 'correlated_suppressed': 19, 'attempted_attestations': 34, 'arrived_attestations': 34, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_019-w0002,veh_019,centralized_vpuft,trusted,trusted,30.0,,44.130512821495124,,-0.9565268171232413,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9565268171232413, 'independent_roots': 0, 'correlated_suppressed': 15, 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_020-w0002,veh_020,centralized_vpuft,trusted,trusted,30.0,,44.11977414252919,,-0.9567345747144892,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 21.75125111136822, 'supporting_strength': 0.0, 'opposing_strength': 0.9567345747144892, 'independent_roots': 0, 'correlated_suppressed': 30, 'attempted_attestations': 45, 'arrived_attestations': 45, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_021-w0002,veh_021,centralized_vpuft,trusted,trusted,30.0,,44.13465576929147,,-0.9565220398788723,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9565220398788723, 'independent_roots': 0, 'correlated_suppressed': 31, 'attempted_attestations': 46, 'arrived_attestations': 46, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_022-w0002,veh_022,centralized_vpuft,trusted,trusted,30.0,,44.142216933868085,,-0.956708739890667,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.956708739890667, 'independent_roots': 0, 'correlated_suppressed': 35, 'attempted_attestations': 50, 'arrived_attestations': 50, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_023-w0002,veh_023,centralized_vpuft,trusted,trusted,30.0,,44.14290338693963,,-0.956223078529168,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.956223078529168, 'independent_roots': 0, 'correlated_suppressed': 29, 'attempted_attestations': 44, 'arrived_attestations': 44, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_000-w0003,veh_000,centralized_vpuft,trusted,trusted,45.0,,59.02538221108887,,-0.9567931276310875,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9567931276310875, 'independent_roots': 0, 'correlated_suppressed': 20, 'attempted_attestations': 35, 'arrived_attestations': 35, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_001-w0003,veh_001,centralized_vpuft,trusted,trusted,45.0,,59.03110055300717,,-0.9566390551392604,False,insufficient_independent_evidence_diversity,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.0, 'opposing_strength': 0.9566390551392604, 'independent_roots': 0, 'correlated_suppressed': 15, 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",benign,0,0,0,benign,1001
case-1001-veh_002-w0003,veh_002,centralized_vpuft,revoked,revoked,45.0,59.029107651667786,59.029107651667786,59.030107651667784,0.9669376986755774,True,evidence_qualified,"{'queue_wait_ms': 0.0, 'supporting_strength': 0.9669376986755774, 'opposing_strength': 0.0, 'independent_roots': 15, 'correlated_suppressed': 20, 'attempted_attestations': 35, 'arrived_attestations': 35, 'dropped_attestations': 0}",position_offset,1,1,0,position_offset,1001
