central_comparator,topology,vehicle_count,seed,architecture__distributed,backhaul_extra_latency_ms__distributed,case_id,vehicle_id__distributed,attack_type__distributed,ground_truth_malicious__distributed,predicted_revoked__distributed,committed__distributed,new_state__distributed,reason__distributed,detected_at__distributed,qualified_at__distributed,finalized_at__distributed,ledger_available_at__distributed,decision_margin__distributed,metadata_json__distributed,architecture__central,backhaul_extra_latency_ms__central,vehicle_id__central,attack_type__central,ground_truth_malicious__central,predicted_revoked__central,committed__central,new_state__central,reason__central,detected_at__central,qualified_at__central,finalized_at__central,ledger_available_at__central,decision_margin__central,metadata_json__central
central_crn_available_0ms,grid,80,1001,distributed_crn_honest,0.0,case-grid-1001-veh_056-w0002,veh_056,false_denm,1,0,0,revoked,insufficient_independent_evidence_diversity,30.0,,,,0.7439643499682514,"{""arrived_attestations"": 32, ""attempted_attestations"": 32, ""correlated_suppressed"": 15, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 2, ""validator_requalification"": false}",central_crn_available_0ms,0.0,veh_056,false_denm,1,1,1,revoked,evidence_qualified,30.0,44.32934417383199,44.32934417383199,44.33034417383199,0.8023653901063824,"{""arrived_attestations"": 32, ""attempted_attestations"": 32, ""correlated_suppressed"": 17, ""dropped_attestations"": 0, ""independent_roots"": 3, ""opposing_strength"": 0.0, ""queue_wait_ms"": 35.32218064282944, ""supporting_strength"": 0.8023653901063824}"
central_crn_available_0ms,grid,80,1003,distributed_crn_honest,0.0,case-grid-1003-veh_056-w0002,veh_056,false_denm,1,0,0,quarantined,insufficient_independent_evidence_diversity,30.0,,,,0.7443299946966124,"{""arrived_attestations"": 32, ""attempted_attestations"": 32, ""correlated_suppressed"": 15, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 2, ""validator_requalification"": false}",central_crn_available_0ms,0.0,veh_056,false_denm,1,1,1,revoked,evidence_qualified,30.0,44.30317769447965,44.30317769447965,44.30417769447965,0.8024618661093378,"{""arrived_attestations"": 32, ""attempted_attestations"": 32, ""correlated_suppressed"": 17, ""dropped_attestations"": 0, ""independent_roots"": 3, ""opposing_strength"": 0.0, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.8024618661093378}"
central_crn_available_0ms,grid,80,1005,distributed_crn_honest,0.0,case-grid-1005-veh_056-w0002,veh_056,false_denm,1,0,0,quarantined,insufficient_independent_evidence_diversity,30.0,,,,0.7425966518490352,"{""arrived_attestations"": 33, ""attempted_attestations"": 33, ""correlated_suppressed"": 16, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 2, ""validator_requalification"": false}",central_crn_available_0ms,0.0,veh_056,false_denm,1,1,1,revoked,evidence_qualified,30.0,44.32024415935575,44.32024415935575,44.32124415935574,0.8014244964821121,"{""arrived_attestations"": 33, ""attempted_attestations"": 33, ""correlated_suppressed"": 18, ""dropped_attestations"": 0, ""independent_roots"": 3, ""opposing_strength"": 0.0, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.8014244964821121}"
central_crn_available_0ms,grid,80,1006,distributed_crn_honest,0.0,case-grid-1006-veh_056-w0002,veh_056,false_denm,1,0,0,revoked,insufficient_independent_evidence_diversity,30.0,,,,0.7484288711165328,"{""arrived_attestations"": 33, ""attempted_attestations"": 33, ""correlated_suppressed"": 16, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 2, ""validator_requalification"": false}",central_crn_available_0ms,0.0,veh_056,false_denm,1,1,1,revoked,evidence_qualified,30.0,44.31424834502556,44.31424834502556,44.31524834502556,0.8054272969160883,"{""arrived_attestations"": 33, ""attempted_attestations"": 33, ""correlated_suppressed"": 18, ""dropped_attestations"": 0, ""independent_roots"": 3, ""opposing_strength"": 0.0, ""queue_wait_ms"": 40.55338662212904, ""supporting_strength"": 0.8054272969160883}"
central_crn_available_0ms,grid,80,1007,distributed_crn_honest,0.0,case-grid-1007-veh_056-w0002,veh_056,false_denm,1,0,0,revoked,insufficient_independent_evidence_diversity,30.0,,,,0.7477788618122833,"{""arrived_attestations"": 31, ""attempted_attestations"": 31, ""correlated_suppressed"": 14, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 2, ""validator_requalification"": false}",central_crn_available_0ms,0.0,veh_056,false_denm,1,1,1,revoked,evidence_qualified,30.0,44.30399035813267,44.30399035813267,44.30499035813267,0.8041552139523098,"{""arrived_attestations"": 31, ""attempted_attestations"": 31, ""correlated_suppressed"": 16, ""dropped_attestations"": 0, ""independent_roots"": 3, ""opposing_strength"": 0.0, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.8041552139523098}"
central_crn_available_0ms,grid,80,1008,distributed_crn_honest,0.0,case-grid-1008-veh_056-w0002,veh_056,false_denm,1,0,0,quarantined,insufficient_independent_evidence_diversity,30.0,,,,0.7452905947540317,"{""arrived_attestations"": 31, ""attempted_attestations"": 31, ""correlated_suppressed"": 14, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 2, ""validator_requalification"": false}",central_crn_available_0ms,0.0,veh_056,false_denm,1,1,1,revoked,evidence_qualified,30.0,44.340715253805264,44.340715253805264,44.34171525380526,0.8033387338561249,"{""arrived_attestations"": 31, ""attempted_attestations"": 31, ""correlated_suppressed"": 16, ""dropped_attestations"": 0, ""independent_roots"": 3, ""opposing_strength"": 0.0, ""queue_wait_ms"": 54.57777038245837, ""supporting_strength"": 0.8033387338561249}"
central_crn_available_0ms,grid,100,1004,distributed_crn_honest,0.0,case-grid-1004-veh_096-w0002,veh_096,false_denm,1,0,0,quarantined,insufficient_independent_evidence_diversity,30.0,,,,0.7438301050476332,"{""arrived_attestations"": 35, ""attempted_attestations"": 35, ""correlated_suppressed"": 18, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 2, ""validator_requalification"": false}",central_crn_available_0ms,0.0,veh_096,false_denm,1,1,1,revoked,evidence_qualified,30.0,44.5560060431152,44.5560060431152,44.5570060431152,0.8021715459041967,"{""arrived_attestations"": 35, ""attempted_attestations"": 35, ""correlated_suppressed"": 20, ""dropped_attestations"": 0, ""independent_roots"": 3, ""opposing_strength"": 0.0, ""queue_wait_ms"": 97.80551113871638, ""supporting_strength"": 0.8021715459041967}"
central_crn_operational_0ms,smoke,20,1004,distributed_crn_honest,0.0,case-smoke-1004-veh_010-w0002,veh_010,certificate_tamper,1,1,1,revoked,committed,30.0,44.0978887231403,44.15658376045417,44.16675820673596,0.966069009504998,"{""correlated_suppressed"": 20, ""evidence_bundle_bytes"": 25024, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 15, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_010,certificate_tamper,1,0,0,revoked,central_server_unavailable,30.0,,,,0.966080807075142,"{""arrived_attestations"": 35, ""attempted_attestations"": 35, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
central_crn_operational_0ms,smoke,40,1003,distributed_crn_honest,0.0,case-smoke-1003-veh_009-w0002,veh_009,certificate_tamper,1,1,1,revoked,committed,30.0,44.03548522675023,44.1427819718808,44.151763923838615,0.357120057722669,"{""correlated_suppressed"": 22, ""evidence_bundle_bytes"": 26432, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 10, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_009,certificate_tamper,1,0,0,revoked,central_server_unavailable,30.0,,,,0.3569724706378076,"{""arrived_attestations"": 37, ""attempted_attestations"": 37, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
central_crn_operational_0ms,smoke,60,1003,distributed_crn_honest,0.0,case-smoke-1003-veh_009-w0002,veh_009,certificate_tamper,1,1,1,revoked,committed,30.0,44.03548522675023,44.13594223089257,44.14876495097549,0.2297935732850526,"{""correlated_suppressed"": 22, ""evidence_bundle_bytes"": 26432, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 9, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_009,certificate_tamper,1,0,0,revoked,central_server_unavailable,30.0,,,,0.2296240187775723,"{""arrived_attestations"": 37, ""attempted_attestations"": 37, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
central_crn_operational_0ms,smoke,60,1006,distributed_crn_honest,0.0,case-smoke-1006-veh_009-w0002,veh_009,certificate_tamper,1,1,1,revoked,committed,30.0,44.01842431337999,44.12368198870127,44.13408133056567,0.2215035395881553,"{""correlated_suppressed"": 18, ""evidence_bundle_bytes"": 23616, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 9, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_009,certificate_tamper,1,0,0,revoked,central_server_unavailable,30.0,,,,0.2210943394444952,"{""arrived_attestations"": 33, ""attempted_attestations"": 33, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
central_crn_operational_0ms,smoke,80,1003,distributed_crn_honest,0.0,case-smoke-1003-veh_009-w0002,veh_009,certificate_tamper,1,1,1,revoked,committed,30.0,44.03548522675023,44.13594223089257,44.14876495097549,0.0983514349534543,"{""correlated_suppressed"": 22, ""evidence_bundle_bytes"": 26432, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 8, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_009,certificate_tamper,1,0,0,revoked,central_server_unavailable,30.0,,,,0.098161766312244,"{""arrived_attestations"": 37, ""attempted_attestations"": 37, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
central_crn_operational_0ms,smoke,80,1006,distributed_crn_honest,0.0,case-smoke-1006-veh_009-w0002,veh_009,certificate_tamper,1,1,1,revoked,committed,30.0,44.01842431337999,44.12368198870127,44.13408133056567,0.0912822240820752,"{""correlated_suppressed"": 18, ""evidence_bundle_bytes"": 23616, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 8, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_009,certificate_tamper,1,0,0,revoked,central_server_unavailable,30.0,,,,0.0908259232894918,"{""arrived_attestations"": 33, ""attempted_attestations"": 33, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
central_crn_operational_0ms,smoke,100,1003,distributed_crn_honest,0.0,case-smoke-1003-veh_009-w0002,veh_009,certificate_tamper,0,1,1,revoked,committed,30.0,44.03548522675023,44.13594223089257,44.14876495097549,-0.0340773913713503,"{""correlated_suppressed"": 22, ""evidence_bundle_bytes"": 26432, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 7, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_009,certificate_tamper,0,0,0,revoked,central_server_unavailable,30.0,,,,-0.0342843467429736,"{""arrived_attestations"": 37, ""attempted_attestations"": 37, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
central_crn_operational_0ms,smoke,100,1006,distributed_crn_honest,0.0,case-smoke-1006-veh_009-w0002,veh_009,certificate_tamper,0,1,1,revoked,committed,30.0,44.01842431337999,44.12368198870127,44.13408133056567,-0.0427619687674887,"{""correlated_suppressed"": 18, ""evidence_bundle_bytes"": 23616, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 7, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_009,certificate_tamper,0,0,0,revoked,central_server_unavailable,30.0,,,,-0.0432583617174449,"{""arrived_attestations"": 33, ""attempted_attestations"": 33, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
central_crn_operational_0ms,corridor,20,1004,distributed_crn_honest,0.0,case-corridor-1004-veh_010-w0002,veh_010,certificate_tamper,1,1,1,revoked,committed,30.0,44.11751028186848,44.18081554715322,44.19547470911407,0.9662278544772028,"{""correlated_suppressed"": 30, ""evidence_bundle_bytes"": 32064, ""evidence_coordinator"": ""rsu-3"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 15, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_010,certificate_tamper,1,0,0,revoked,central_server_unavailable,30.0,,,,0.9662934689302914,"{""arrived_attestations"": 45, ""attempted_attestations"": 45, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
central_crn_operational_0ms,corridor,60,1003,distributed_crn_honest,0.0,case-corridor-1003-veh_024-w0001,veh_024,speed_offset,1,1,1,revoked,committed,15.0,29.48637649733244,29.555574503591764,29.564707189843453,0.9678050877882516,"{""correlated_suppressed"": 19, ""evidence_bundle_bytes"": 24320, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 15, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_024,speed_offset,1,0,0,quarantined,central_server_unavailable,15.0,,,,0.9682241701721668,"{""arrived_attestations"": 34, ""attempted_attestations"": 34, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
central_crn_operational_0ms,corridor,60,1003,distributed_crn_honest,0.0,case-corridor-1003-veh_030-w0002,veh_030,certificate_tamper,1,1,1,revoked,committed,30.0,44.47142457491282,44.5330965730067,44.544609676555766,0.965701034777643,"{""correlated_suppressed"": 30, ""evidence_bundle_bytes"": 32064, ""evidence_coordinator"": ""rsu-3"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 15, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_030,certificate_tamper,1,0,0,revoked,central_server_unavailable,30.0,,,,0.9660286214339716,"{""arrived_attestations"": 45, ""attempted_attestations"": 45, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
central_crn_operational_0ms,corridor,80,1003,distributed_crn_honest,0.0,case-corridor-1003-veh_023-w0001,veh_023,speed_offset,1,1,1,revoked,committed,15.0,29.09996875872271,29.611374720672256,29.61816080087616,0.967307987830545,"{""correlated_suppressed"": 24, ""evidence_bundle_bytes"": 27840, ""evidence_coordinator"": ""rsu-4"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 15, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_023,speed_offset,1,0,0,revoked,central_server_unavailable,15.0,,,,0.967307987830545,"{""arrived_attestations"": 39, ""attempted_attestations"": 39, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
